tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
EME27566.1,-,RPS6_kin_2,PIRSF000606,2.5e-29,100.7,0,8.800000000000001e-27,92.3,0.1,GCA_000341285.1,Rhodophyta
EME26076.1,-,RPS6_kin_2,PIRSF000606,5.3e-29,99.7,0,7.4e-23,79.4,0,GCA_000341285.1,Rhodophyta
EME28059.1,-,RPS6_kin_2,PIRSF000606,1.4000000000000001e-28,98.2,0,2.6000000000000004e-28,97.4,0,GCA_000341285.1,Rhodophyta
EME27640.1,-,RPS6_kin_2,PIRSF000606,3.6000000000000003e-28,96.9,0,7.5e-28,95.9,0,GCA_000341285.1,Rhodophyta
EME31601.1,-,RPS6_kin_2,PIRSF000606,2.5e-27,94.1,0,1.3e-26,91.8,0,GCA_000341285.1,Rhodophyta
EME26355.1,-,RPS6_kin_2,PIRSF000606,9.1e-27,92.3,0,1.6e-26,91.5,0,GCA_000341285.1,Rhodophyta
EME30919.1,-,RPS6_kin_2,PIRSF000606,2.9e-26,90.6,0,1.4e-25,88.3,0,GCA_000341285.1,Rhodophyta
EME26951.1,-,RPS6_kin_2,PIRSF000606,4.8e-26,89.9,0,7.8e-26,89.2,0,GCA_000341285.1,Rhodophyta
EME31636.1,-,RPS6_kin_2,PIRSF000606,4.9999999999999996e-26,89.9,0,8.5e-26,89.1,0,GCA_000341285.1,Rhodophyta
EME31637.1,-,RPS6_kin_2,PIRSF000606,4.9999999999999996e-26,89.9,0,8.5e-26,89.1,0,GCA_000341285.1,Rhodophyta
EME31362.1,-,RPS6_kin_2,PIRSF000606,9.999999999999999e-26,88.8,0,1.9e-25,87.9,0,GCA_000341285.1,Rhodophyta
EME27887.1,-,RPS6_kin_2,PIRSF000606,2.3e-25,87.6,0.2,4.399999999999999e-24,83.4,0.2,GCA_000341285.1,Rhodophyta
EME31806.1,-,RPS6_kin_2,PIRSF000606,4.1e-25,86.8,0,5.5e-25,86.4,0,GCA_000341285.1,Rhodophyta
EME32525.1,-,RPS6_kin_2,PIRSF000606,5.099999999999999e-25,86.5,0,8.2e-25,85.8,0,GCA_000341285.1,Rhodophyta
EME28829.1,-,RPS6_kin_2,PIRSF000606,9.3e-24,82.3,0.1,5.9e-23,79.7,0,GCA_000341285.1,Rhodophyta
EME32532.1,-,RPS6_kin_2,PIRSF000606,9.799999999999999e-24,82.3,0.2,1.1e-23,82.1,0.2,GCA_000341285.1,Rhodophyta
EME31171.1,-,RPS6_kin_2,PIRSF000606,3.4e-23,80.5,0.1,4.8e-23,80,0.1,GCA_000341285.1,Rhodophyta
EME32069.1,-,RPS6_kin_2,PIRSF000606,3.9e-23,80.3,0,7.4e-23,79.4,0,GCA_000341285.1,Rhodophyta
EME32205.1,-,RPS6_kin_2,PIRSF000606,1.7000000000000002e-22,78.2,0,2.6e-22,77.5,0,GCA_000341285.1,Rhodophyta
EME30481.1,-,RPS6_kin_2,PIRSF000606,2.7e-22,77.5,0,3.7000000000000005e-22,77,0,GCA_000341285.1,Rhodophyta
EME32867.1,-,RPS6_kin_2,PIRSF000606,1e-21,75.6,0.1,4.1e-9,33.9,0.1,GCA_000341285.1,Rhodophyta
EME27357.1,-,RPS6_kin_2,PIRSF000606,1.2e-20,72.1,0,3.4e-18,64,0,GCA_000341285.1,Rhodophyta
EME30002.1,-,RPS6_kin_2,PIRSF000606,1.3e-20,71.9,0.2,9.3e-19,65.8,0,GCA_000341285.1,Rhodophyta
EME29177.1,-,RPS6_kin_2,PIRSF000606,2e-20,71.3,0,2.5e-20,71,0,GCA_000341285.1,Rhodophyta
EME26878.1,-,RPS6_kin_2,PIRSF000606,5.3e-20,69.9,0.2,7.9e-20,69.4,0.2,GCA_000341285.1,Rhodophyta
EME32614.1,-,RPS6_kin_2,PIRSF000606,1.8e-17,61.5,0,2.8e-17,60.9,0,GCA_000341285.1,Rhodophyta
EME31648.1,-,RPS6_kin_2,PIRSF000606,8.4e-12,42.8,0,1.2e-11,42.3,0,GCA_000341285.1,Rhodophyta
EME31649.1,-,RPS6_kin_2,PIRSF000606,2.9e-11,41,0,4.1e-11,40.5,0,GCA_000341285.1,Rhodophyta
EME30784.1,-,RPS6_kin_2,PIRSF000606,6e-11,40,0,4.4e-10,37.1,0,GCA_000341285.1,Rhodophyta
EME27017.1,-,RPS6_kin_2,PIRSF000606,3.9e-10,37.3,0,4.4e-10,37.1,0,GCA_000341285.1,Rhodophyta
EME32374.1,-,RPS6_kin_2,PIRSF000606,2.8e-7,27.8,0,3.6e-7,27.5,0,GCA_000341285.1,Rhodophyta
EME29677.1,-,RPS6_kin_2,PIRSF000606,2.7e-5,21.3,0.1,0.0033,14.4,0,GCA_000341285.1,Rhodophyta
EME30442.1,-,RPS6_kin_2,PIRSF000606,4.5e-5,20.5,0,6.4e-5,20,0,GCA_000341285.1,Rhodophyta
CDF34151.1,-,RPS6_kin_2,PIRSF000606,1.6e-91,306.9,0,1.8999999999999998e-90,303.4,0,GCA_000350225.2,Rhodophyta
CDF34384.1,-,RPS6_kin_2,PIRSF000606,8.3e-90,301.2,0.2,1.7999999999999997e-89,300.1,0,GCA_000350225.2,Rhodophyta
CDF40779.1,-,RPS6_kin_2,PIRSF000606,1.4e-88,297.2,0.3,4.799999999999999e-53,179.6,0.3,GCA_000350225.2,Rhodophyta
CDF41086.1,-,RPS6_kin_2,PIRSF000606,1.6000000000000002e-81,273.8,3.8,1.9e-50,171,2.8,GCA_000350225.2,Rhodophyta
CDF36217.1,-,RPS6_kin_2,PIRSF000606,1.7e-77,260.5,0,2.3e-77,260.1,0,GCA_000350225.2,Rhodophyta
CDF37117.1,-,RPS6_kin_2,PIRSF000606,1.3999999999999999e-73,247.5,0,2.1e-73,246.9,0,GCA_000350225.2,Rhodophyta
CDF37384.1,-,RPS6_kin_2,PIRSF000606,1.1e-72,244.6,0.2,1.4e-72,244.2,0.2,GCA_000350225.2,Rhodophyta
CDF35142.1,-,RPS6_kin_2,PIRSF000606,1.1e-70,238,0,1.4e-70,237.6,0,GCA_000350225.2,Rhodophyta
CDF37382.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-69,234.7,0,1.4e-69,234.3,0,GCA_000350225.2,Rhodophyta
CDF35547.1,-,RPS6_kin_2,PIRSF000606,7.3e-69,231.9,0,9.8e-69,231.5,0,GCA_000350225.2,Rhodophyta
CDF32305.1,-,RPS6_kin_2,PIRSF000606,1.7999999999999998e-68,230.6,0,2.3e-68,230.3,0,GCA_000350225.2,Rhodophyta
CDF36932.1,-,RPS6_kin_2,PIRSF000606,5.2e-68,229.1,0,7.299999999999999e-68,228.6,0,GCA_000350225.2,Rhodophyta
CDF41350.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999998e-67,227.6,0.1,7.2e-42,142.7,0,GCA_000350225.2,Rhodophyta
CDF33807.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-67,227.5,0,2.0999999999999998e-67,227.1,0,GCA_000350225.2,Rhodophyta
CDF34762.1,-,RPS6_kin_2,PIRSF000606,5.5000000000000005e-66,222.4,0,7.600000000000001e-66,222,0,GCA_000350225.2,Rhodophyta
CDF33810.1,-,RPS6_kin_2,PIRSF000606,4.9000000000000005e-65,219.3,0,1.9e-46,157.8,0,GCA_000350225.2,Rhodophyta
CDF38509.1,-,RPS6_kin_2,PIRSF000606,3.3e-64,216.5,0,4.3e-64,216.2,0,GCA_000350225.2,Rhodophyta
CDF38320.1,-,RPS6_kin_2,PIRSF000606,2.7999999999999997e-63,213.5,0,4.7e-63,212.7,0,GCA_000350225.2,Rhodophyta
CDF40405.1,-,RPS6_kin_2,PIRSF000606,8.7e-63,211.9,0,1.4999999999999998e-62,211,0,GCA_000350225.2,Rhodophyta
CDF35624.1,-,RPS6_kin_2,PIRSF000606,2.4e-62,210.4,0,3.2999999999999996e-62,209.9,0,GCA_000350225.2,Rhodophyta
CDF36810.1,-,RPS6_kin_2,PIRSF000606,3.7e-62,209.8,0,5.3e-62,209.2,0,GCA_000350225.2,Rhodophyta
CDF34432.1,-,RPS6_kin_2,PIRSF000606,5e-62,209.3,0,6.3999999999999996e-62,209,0,GCA_000350225.2,Rhodophyta
CDF34320.1,-,RPS6_kin_2,PIRSF000606,9.599999999999999e-61,205.1,0,1.2e-60,204.8,0,GCA_000350225.2,Rhodophyta
CDF32336.1,-,RPS6_kin_2,PIRSF000606,1.2e-60,204.8,0,1.6e-60,204.4,0,GCA_000350225.2,Rhodophyta
CDF33422.1,-,RPS6_kin_2,PIRSF000606,1.5e-60,204.5,0,1.9e-60,204.1,0,GCA_000350225.2,Rhodophyta
CDF33575.1,-,RPS6_kin_2,PIRSF000606,4.9000000000000004e-60,202.8,0.2,2.5e-59,200.4,0.2,GCA_000350225.2,Rhodophyta
CDF39401.1,-,RPS6_kin_2,PIRSF000606,2.7000000000000003e-59,200.3,0,7.400000000000001e-59,198.9,0,GCA_000350225.2,Rhodophyta
CDF36602.1,-,RPS6_kin_2,PIRSF000606,1.3999999999999999e-58,198,0,1.9e-58,197.5,0,GCA_000350225.2,Rhodophyta
CDF32691.1,-,RPS6_kin_2,PIRSF000606,1.3999999999999997e-56,191.3,0,1.7999999999999997e-56,191,0,GCA_000350225.2,Rhodophyta
CDF32209.1,-,RPS6_kin_2,PIRSF000606,2.2e-55,187.4,0,2.8999999999999996e-55,187,0,GCA_000350225.2,Rhodophyta
CDF34043.1,-,RPS6_kin_2,PIRSF000606,3.0999999999999996e-55,186.9,1.5,5.6e-54,182.7,1.4,GCA_000350225.2,Rhodophyta
CDF34680.1,-,RPS6_kin_2,PIRSF000606,2.3999999999999998e-54,183.9,0,2.9999999999999995e-54,183.6,0,GCA_000350225.2,Rhodophyta
CDF36461.1,-,RPS6_kin_2,PIRSF000606,4.5e-54,183.1,0,6.9e-54,182.4,0,GCA_000350225.2,Rhodophyta
CDF39447.1,-,RPS6_kin_2,PIRSF000606,1.1999999999999998e-53,181.7,0,1.1e-52,178.5,0,GCA_000350225.2,Rhodophyta
CDF35038.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-53,181.2,0,1.9e-53,181,0,GCA_000350225.2,Rhodophyta
CDF39603.1,-,RPS6_kin_2,PIRSF000606,2e-53,180.9,0,3.0999999999999997e-53,180.3,0,GCA_000350225.2,Rhodophyta
CDF40084.1,-,RPS6_kin_2,PIRSF000606,4.7e-53,179.7,0,7.2e-53,179.1,0,GCA_000350225.2,Rhodophyta
CDF35627.1,-,RPS6_kin_2,PIRSF000606,7.099999999999999e-53,179.1,0,9.1e-53,178.7,0,GCA_000350225.2,Rhodophyta
CDF39392.1,-,RPS6_kin_2,PIRSF000606,5e-52,176.3,0,6.6e-52,175.9,0,GCA_000350225.2,Rhodophyta
CDF34183.1,-,RPS6_kin_2,PIRSF000606,2e-51,174.3,0,4.7e-51,173,0,GCA_000350225.2,Rhodophyta
CDF32379.1,-,RPS6_kin_2,PIRSF000606,2.1e-51,174.2,0,3e-51,173.7,0,GCA_000350225.2,Rhodophyta
CDF39122.1,-,RPS6_kin_2,PIRSF000606,1.1e-50,171.8,0,1.7e-50,171.2,0,GCA_000350225.2,Rhodophyta
CDF35219.1,-,RPS6_kin_2,PIRSF000606,9.6e-50,168.7,0,1.1e-49,168.5,0,GCA_000350225.2,Rhodophyta
CDF41268.1,-,RPS6_kin_2,PIRSF000606,2.4e-49,167.4,0,3.7e-49,166.8,0,GCA_000350225.2,Rhodophyta
CDF36388.1,-,RPS6_kin_2,PIRSF000606,3.3999999999999997e-49,166.9,0,4.099999999999999e-49,166.6,0,GCA_000350225.2,Rhodophyta
