tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
EAN78960.1,-,RPS6_kin_2,PIRSF000606,3.7e-30,103.8,0,7.2e-27,92.9,0,GCA_000002445.1,Discoba
AAZ12936.1,-,RPS6_kin_2,PIRSF000606,8.4000000000000007e-30,102.6,0,6.399999999999999e-29,99.7,0,GCA_000002445.1,Discoba
AAZ13445.1,-,RPS6_kin_2,PIRSF000606,1.3999999999999998e-29,101.9,0,3.7e-29,100.5,0,GCA_000002445.1,Discoba
EAN79661.1,-,RPS6_kin_2,PIRSF000606,1.7e-29,101.6,0,1.1000000000000002e-28,98.9,0,GCA_000002445.1,Discoba
AAZ10342.1,-,RPS6_kin_2,PIRSF000606,3.1999999999999997e-29,100.7,0,5.0000000000000004e-29,100.1,0,GCA_000002445.1,Discoba
EAN80447.1,-,RPS6_kin_2,PIRSF000606,3.7e-29,100.5,0,1.4e-26,92,0,GCA_000002445.1,Discoba
AAZ12729.1,-,RPS6_kin_2,PIRSF000606,4.6e-29,100.2,0,7.2e-29,99.5,0,GCA_000002445.1,Discoba
AAQ15729.1,-,RPS6_kin_2,PIRSF000606,5.2e-29,100,0,1.7000000000000003e-28,98.3,0,GCA_000002445.1,Discoba
AAZ12797.1,-,RPS6_kin_2,PIRSF000606,5.9e-29,99.8,0,4.4000000000000005e-27,93.6,0,GCA_000002445.1,Discoba
AAZ10596.1,-,RPS6_kin_2,PIRSF000606,1.3000000000000002e-28,98.7,0,2.1e-28,98,0,GCA_000002445.1,Discoba
AAQ15700.1,-,RPS6_kin_2,PIRSF000606,1.6000000000000001e-28,98.3,0,2.1e-27,94.7,0,GCA_000002445.1,Discoba
EAN80064.1,-,RPS6_kin_2,PIRSF000606,1.7000000000000003e-28,98.3,0,3.4000000000000005e-28,97.3,0,GCA_000002445.1,Discoba
AAZ10519.1,-,RPS6_kin_2,PIRSF000606,5.500000000000001e-28,96.6,0,6.7e-28,96.3,0,GCA_000002445.1,Discoba
CAJ16132.1,-,RPS6_kin_2,PIRSF000606,1.5e-27,95.2,0,2.3e-27,94.5,0,GCA_000002445.1,Discoba
EAN78184.1,-,RPS6_kin_2,PIRSF000606,1.8e-27,94.9,0,3.9e-20,70.6,0,GCA_000002445.1,Discoba
EAN77568.1,-,RPS6_kin_2,PIRSF000606,2e-27,94.7,0,8.9e-19,66.2,0,GCA_000002445.1,Discoba
EAN77467.1,-,RPS6_kin_2,PIRSF000606,4.8e-27,93.5,0.1,3.6999999999999996e-25,87.2,0.1,GCA_000002445.1,Discoba
EAN79680.1,-,RPS6_kin_2,PIRSF000606,5.8e-27,93.2,0,9.999999999999999e-27,92.4,0,GCA_000002445.1,Discoba
AAZ13120.1,-,RPS6_kin_2,PIRSF000606,6.800000000000001e-27,93,0,1.9e-26,91.5,0,GCA_000002445.1,Discoba
AAZ11740.1,-,RPS6_kin_2,PIRSF000606,8.9e-27,92.6,0,2.4e-24,84.5,0,GCA_000002445.1,Discoba
CAJ16524.1,-,RPS6_kin_2,PIRSF000606,1.2e-26,92.1,0,1.7e-26,91.7,0,GCA_000002445.1,Discoba
EAN77747.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-25,88.9,0,1.5e-23,81.9,0,GCA_000002445.1,Discoba
AAZ10500.1,-,RPS6_kin_2,PIRSF000606,1.5e-25,88.5,0,2.7e-15,54.7,0,GCA_000002445.1,Discoba
AAZ13303.1,-,RPS6_kin_2,PIRSF000606,2.6e-25,87.8,0.1,6.9e-16,56.6,0.1,GCA_000002445.1,Discoba
AAZ12255.1,-,RPS6_kin_2,PIRSF000606,3.8e-25,87.2,0,1.9e-21,75,0,GCA_000002445.1,Discoba
AAZ11902.1,-,RPS6_kin_2,PIRSF000606,4.3e-25,87,0,5.6e-25,86.6,0,GCA_000002445.1,Discoba
EAN78798.1,-,RPS6_kin_2,PIRSF000606,5.099999999999999e-25,86.8,0,9.7e-25,85.9,0,GCA_000002445.1,Discoba
EAN77619.1,-,RPS6_kin_2,PIRSF000606,1.0000000000000001e-24,85.8,0,1.5999999999999999e-24,85.1,0,GCA_000002445.1,Discoba
EAN76407.1,-,RPS6_kin_2,PIRSF000606,1.2999999999999998e-24,85.5,0,1.7999999999999997e-24,85,0,GCA_000002445.1,Discoba
EAN78477.1,-,RPS6_kin_2,PIRSF000606,2.6999999999999997e-24,84.4,0,2.7e-23,81.1,0,GCA_000002445.1,Discoba
EAN79284.1,-,RPS6_kin_2,PIRSF000606,3.7e-24,84,0,7.4e-24,82.9,0,GCA_000002445.1,Discoba
AAZ11981.1,-,RPS6_kin_2,PIRSF000606,3.7999999999999995e-24,83.9,0,3.5000000000000005e-22,77.4,0,GCA_000002445.1,Discoba
EAN78891.1,-,RPS6_kin_2,PIRSF000606,6.6e-24,83.1,0,2.3e-18,64.8,0,GCA_000002445.1,Discoba
AAZ12934.1,-,RPS6_kin_2,PIRSF000606,7.1e-24,83,0,1.0000000000000001e-23,82.5,0,GCA_000002445.1,Discoba
EAN79779.1,-,RPS6_kin_2,PIRSF000606,7.7e-24,82.9,0,1.2e-21,75.7,0,GCA_000002445.1,Discoba
AAZ12306.1,-,RPS6_kin_2,PIRSF000606,1.2e-23,82.2,0.1,2.3e-19,68.1,0,GCA_000002445.1,Discoba
AAZ12452.1,-,RPS6_kin_2,PIRSF000606,1.3e-23,82.2,0.2,3.7e-23,80.6,0.2,GCA_000002445.1,Discoba
EAN77299.1,-,RPS6_kin_2,PIRSF000606,1.5e-23,82,0,1.1e-22,79.1,0,GCA_000002445.1,Discoba
AAZ12473.1,-,RPS6_kin_2,PIRSF000606,2.0000000000000002e-23,81.5,0,1.4e-21,75.5,0,GCA_000002445.1,Discoba
AAZ12385.1,-,RPS6_kin_2,PIRSF000606,2.4e-23,81.3,0,6.2e-23,79.9,0,GCA_000002445.1,Discoba
AAZ13142.1,-,RPS6_kin_2,PIRSF000606,3.1e-23,80.9,0.2,4.5e-20,70.4,0.2,GCA_000002445.1,Discoba
EAN78844.1,-,RPS6_kin_2,PIRSF000606,5.1e-23,80.2,0,7.9e-23,79.6,0,GCA_000002445.1,Discoba
EAN78749.1,-,RPS6_kin_2,PIRSF000606,5.1e-23,80.2,0,8.9e-23,79.4,0,GCA_000002445.1,Discoba
EAN79497.1,-,RPS6_kin_2,PIRSF000606,6.400000000000001e-23,79.9,0,1.6e-11,42.1,0,GCA_000002445.1,Discoba
AAZ12586.1,-,RPS6_kin_2,PIRSF000606,8.9e-23,79.4,0,2.7e-22,77.8,0,GCA_000002445.1,Discoba
AAZ10192.1,-,RPS6_kin_2,PIRSF000606,1.1e-22,79.1,0,2.7e-22,77.8,0,GCA_000002445.1,Discoba
EAN76325.1,-,RPS6_kin_2,PIRSF000606,1.7000000000000002e-22,78.4,1.6,7.4e-12,43.3,0.1,GCA_000002445.1,Discoba
EAN79659.1,-,RPS6_kin_2,PIRSF000606,7.800000000000001e-22,76.3,0,4.2e-16,57.3,0,GCA_000002445.1,Discoba
AAZ11429.1,-,RPS6_kin_2,PIRSF000606,2.4e-21,74.6,0,1.3e-15,55.6,0,GCA_000002445.1,Discoba
AAZ11280.1,-,RPS6_kin_2,PIRSF000606,2.9e-21,74.4,0,4.5e-21,73.7,0,GCA_000002445.1,Discoba
EAN80181.1,-,RPS6_kin_2,PIRSF000606,3.1e-21,74.3,0,2.2e-19,68.2,0,GCA_000002445.1,Discoba
AAZ13413.1,-,RPS6_kin_2,PIRSF000606,3.3e-21,74.2,0,4.9e-21,73.6,0,GCA_000002445.1,Discoba
EAN80191.1,-,RPS6_kin_2,PIRSF000606,3.3e-21,74.2,0,1.8e-19,68.5,0,GCA_000002445.1,Discoba
EAN80351.1,-,RPS6_kin_2,PIRSF000606,3.6e-21,74,0,5.7e-21,73.4,0,GCA_000002445.1,Discoba
EAN80192.1,-,RPS6_kin_2,PIRSF000606,4.2e-21,73.9,0,2.1e-19,68.2,0,GCA_000002445.1,Discoba
AAZ10837.1,-,RPS6_kin_2,PIRSF000606,1.1e-20,72.5,0,2.7e-14,51.3,0,GCA_000002445.1,Discoba
EAN77193.1,-,RPS6_kin_2,PIRSF000606,1.1e-20,72.4,0,6.8e-20,69.8,0,GCA_000002445.1,Discoba
EAN76274.1,-,RPS6_kin_2,PIRSF000606,3.4e-20,70.8,0,4.7e-19,67.1,0,GCA_000002445.1,Discoba
AAZ10933.1,-,RPS6_kin_2,PIRSF000606,3.9e-20,70.6,0,1.6e-17,62,0,GCA_000002445.1,Discoba
AAZ10363.1,-,RPS6_kin_2,PIRSF000606,6.5e-20,69.9,0,8.8e-20,69.5,0,GCA_000002445.1,Discoba
AAZ11428.1,-,RPS6_kin_2,PIRSF000606,6.7e-20,69.9,0.1,1.7e-6,25.6,0,GCA_000002445.1,Discoba
AAQ15877.1,-,RPS6_kin_2,PIRSF000606,2.2e-19,68.2,0,8.1e-18,63,0,GCA_000002445.1,Discoba
EAN78355.1,-,RPS6_kin_2,PIRSF000606,4.9e-19,67,0,4.3e-18,63.9,0,GCA_000002445.1,Discoba
AAZ10841.1,-,RPS6_kin_2,PIRSF000606,8.4e-19,66.2,0,1.6e-18,65.3,0,GCA_000002445.1,Discoba
EAN77039.1,-,RPS6_kin_2,PIRSF000606,1.6e-18,65.3,0,2.4e-17,61.4,0,GCA_000002445.1,Discoba
EAN76692.1,-,RPS6_kin_2,PIRSF000606,2.1e-18,64.9,0,3.2e-18,64.3,0,GCA_000002445.1,Discoba
AAZ13314.1,-,RPS6_kin_2,PIRSF000606,3.3e-18,64.3,0,7.3e-18,63.1,0.1,GCA_000002445.1,Discoba
AAQ15909.1,-,RPS6_kin_2,PIRSF000606,8.3e-18,62.9,0,5.4e-17,60.3,0,GCA_000002445.1,Discoba
AAZ11873.1,-,RPS6_kin_2,PIRSF000606,1.4e-17,62.2,0.3,2.1e-6,25.2,0,GCA_000002445.1,Discoba
EAN77155.1,-,RPS6_kin_2,PIRSF000606,1.5e-17,62.1,0,5e-17,60.4,0,GCA_000002445.1,Discoba
AAZ10198.1,-,RPS6_kin_2,PIRSF000606,2.6e-17,61.3,0,3.4e-17,60.9,0,GCA_000002445.1,Discoba
AAZ10196.1,-,RPS6_kin_2,PIRSF000606,6e-16,56.8,0,4.6e-10,37.3,0,GCA_000002445.1,Discoba
AAZ12945.1,-,RPS6_kin_2,PIRSF000606,6.6e-16,56.7,0.5,8.6e-10,36.4,0,GCA_000002445.1,Discoba
EAN79631.1,-,RPS6_kin_2,PIRSF000606,1.8e-15,55.2,0,6.9e-15,53.3,0,GCA_000002445.1,Discoba
AAZ12055.1,-,RPS6_kin_2,PIRSF000606,4e-15,54.1,0.2,9.9e-8,29.6,0,GCA_000002445.1,Discoba
AAZ12161.1,-,RPS6_kin_2,PIRSF000606,5.2e-15,53.7,0,1.2e-13,49.2,0,GCA_000002445.1,Discoba
AAZ12881.1,-,RPS6_kin_2,PIRSF000606,1.1e-14,52.7,0,3.5e-5,21.2,0,GCA_000002445.1,Discoba
EAN78973.1,-,RPS6_kin_2,PIRSF000606,4.3e-14,50.6,0,5.2e-14,50.4,0,GCA_000002445.1,Discoba
EAN76342.1,-,RPS6_kin_2,PIRSF000606,5.3e-14,50.4,0,5.5e-13,47,0,GCA_000002445.1,Discoba
AAZ11195.1,-,RPS6_kin_2,PIRSF000606,5.4e-14,50.3,0,7.6e-14,49.8,0,GCA_000002445.1,Discoba
AAZ11194.1,-,RPS6_kin_2,PIRSF000606,1.8e-13,48.6,0,2.6e-13,48.1,0,GCA_000002445.1,Discoba
EAN77665.1,-,RPS6_kin_2,PIRSF000606,4.7e-13,47.2,0,5.6e-13,47,0,GCA_000002445.1,Discoba
EAN78866.1,-,RPS6_kin_2,PIRSF000606,2.9e-11,41.3,0.1,0.0012,16.1,0,GCA_000002445.1,Discoba
EAN77757.1,-,RPS6_kin_2,PIRSF000606,5.2e-11,40.5,0,1.3e-9,35.8,0,GCA_000002445.1,Discoba
AAZ10761.1,-,RPS6_kin_2,PIRSF000606,5.7e-11,40.3,0,8.1e-11,39.8,0,GCA_000002445.1,Discoba
EAN79549.1,-,RPS6_kin_2,PIRSF000606,1.8e-10,38.7,0,4.6e-9,34,0,GCA_000002445.1,Discoba
EAN80371.1,-,RPS6_kin_2,PIRSF000606,4.6e-9,34,0,9.3e-9,33,0,GCA_000002445.1,Discoba
AAZ11860.1,-,RPS6_kin_2,PIRSF000606,8.7e-9,33.1,0,1.4e-7,29.1,0,GCA_000002445.1,Discoba
AAZ13191.1,-,RPS6_kin_2,PIRSF000606,5.7e-8,30.4,0,9.7e-4,16.4,0,GCA_000002445.1,Discoba
EAN78946.1,-,RPS6_kin_2,PIRSF000606,2.4e-6,25.1,0,0.036,11.2,0,GCA_000002445.1,Discoba
EAN76971.1,-,RPS6_kin_2,PIRSF000606,3.7e-6,24.4,0.1,2e-5,22,0.1,GCA_000002445.1,Discoba
AAZ10220.1,-,RPS6_kin_2,PIRSF000606,1.5e-5,22.4,0,4.8e-5,20.7,0,GCA_000002445.1,Discoba
EAN80394.1,-,RPS6_kin_2,PIRSF000606,2.8e-4,18.2,0,0.0028,14.9,0,GCA_000002445.1,Discoba
EAN76332.1,-,RPS6_kin_2,PIRSF000606,3.4e-4,17.9,0,0.06,10.5,0,GCA_000002445.1,Discoba
EAN79066.1,-,RPS6_kin_2,PIRSF000606,4.5e-4,17.5,0,5.4e-4,17.3,0,GCA_000002445.1,Discoba
EAN79881.1,-,RPS6_kin_2,PIRSF000606,0.0021,15.3,0,0.0097,13.1,0,GCA_000002445.1,Discoba
AAZ11445.1,-,RPS6_kin_2,PIRSF000606,0.0033,14.7,0,0.0052,14,0,GCA_000002445.1,Discoba
EAN79249.1,-,RPS6_kin_2,PIRSF000606,0.0045,14.2,0,0.0081,13.4,0,GCA_000002445.1,Discoba
EAN78890.1,-,RPS6_kin_2,PIRSF000606,0.028,11.6,0,0.046,10.9,0,GCA_000002445.1,Discoba
AAZ12383.1,-,RPS6_kin_2,PIRSF000606,0.067,10.3,0,0.097,9.8,0,GCA_000002445.1,Discoba
EAN79113.1,-,RPS6_kin_2,PIRSF000606,0.14,9.3,0,0.23,8.6,0,GCA_000002445.1,Discoba
CAJ06037.1,-,RPS6_kin_2,PIRSF000606,3.5e-91,305.5,0.6,8.5e-91,304.2,0.1,GCA_000002725.2,Discoba
CBZ13030.1,-,RPS6_kin_2,PIRSF000606,3.9999999999999995e-91,305.3,0,4.6e-91,305.1,0,GCA_000002725.2,Discoba
CAJ03956.1,-,RPS6_kin_2,PIRSF000606,4.2e-91,305.3,0.1,4.9e-91,305,0.1,GCA_000002725.2,Discoba
CBZ13025.1,-,RPS6_kin_2,PIRSF000606,6.6e-91,304.6,0,7.7e-91,304.4,0,GCA_000002725.2,Discoba
CAJ05622.1,-,RPS6_kin_2,PIRSF000606,1.3e-85,287.1,0,1.5999999999999998e-85,286.8,0,GCA_000002725.2,Discoba
CAJ05509.1,-,RPS6_kin_2,PIRSF000606,8.700000000000001e-81,271.1,0,1.4999999999999998e-68,230.6,0,GCA_000002725.2,Discoba
CAJ07056.1,-,RPS6_kin_2,PIRSF000606,8.5e-70,234.8,0,1.0999999999999999e-69,234.4,0,GCA_000002725.2,Discoba
CAJ02165.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-67,227.2,0,1.4e-46,158,0,GCA_000002725.2,Discoba
CBZ12320.1,-,RPS6_kin_2,PIRSF000606,4.7999999999999993e-67,225.7,0.1,1.6e-66,224,0,GCA_000002725.2,Discoba
CAJ03678.1,-,RPS6_kin_2,PIRSF000606,1.2e-65,221,0,1.6000000000000002e-65,220.6,0,GCA_000002725.2,Discoba
CBZ12543.1,-,RPS6_kin_2,PIRSF000606,6.0999999999999996e-58,195.6,0,8.799999999999999e-58,195.1,0,GCA_000002725.2,Discoba
CAJ08549.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-53,181.5,0,5.199999999999999e-43,146.2,0,GCA_000002725.2,Discoba
CAJ03411.1,-,RPS6_kin_2,PIRSF000606,1.1e-52,178.2,0,1.5e-52,177.8,0,GCA_000002725.2,Discoba
CAJ09043.1,-,RPS6_kin_2,PIRSF000606,2.3e-51,173.9,0,3.8e-51,173.1,0,GCA_000002725.2,Discoba
CAJ03387.1,-,RPS6_kin_2,PIRSF000606,1.1e-50,171.5,0,9.999999999999999e-34,115.5,0,GCA_000002725.2,Discoba
CAJ05019.1,-,RPS6_kin_2,PIRSF000606,4.4999999999999994e-49,166.3,0,5.799999999999999e-49,165.9,0,GCA_000002725.2,Discoba
CAJ04320.1,-,RPS6_kin_2,PIRSF000606,1.3e-48,164.7,0,1.6999999999999998e-48,164.3,0,GCA_000002725.2,Discoba
CAJ02527.1,-,RPS6_kin_2,PIRSF000606,3.0999999999999996e-48,163.5,0,5.2e-48,162.7,0,GCA_000002725.2,Discoba
CBZ12733.1,-,RPS6_kin_2,PIRSF000606,2e-47,160.8,0.1,5e-24,83.4,0,GCA_000002725.2,Discoba
CAJ06441.1,-,RPS6_kin_2,PIRSF000606,9.099999999999999e-47,158.6,0,1.6e-46,157.8,0,GCA_000002725.2,Discoba
CAJ03630.1,-,RPS6_kin_2,PIRSF000606,1.4e-46,158,0,2.2e-46,157.4,0,GCA_000002725.2,Discoba
CAJ01929.1,-,RPS6_kin_2,PIRSF000606,3.6e-46,156.7,0,4.4e-46,156.4,0,GCA_000002725.2,Discoba
