tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
PNW75700.1,-,RPS6_kin_2,PIRSF000606,9.6e-36,123.4,0,9.6e-36,123.4,0,GCA_000002595.3,Chlorophyta
PNW70838.1,-,RPS6_kin_2,PIRSF000606,1.1e-35,123.2,0,5.2e-35,121,0,GCA_000002595.3,Chlorophyta
PNW80764.1,-,RPS6_kin_2,PIRSF000606,1.7999999999999998e-35,122.5,0,2.3e-35,122.2,0,GCA_000002595.3,Chlorophyta
PNW74705.1,-,RPS6_kin_2,PIRSF000606,2.3999999999999999e-35,122.1,0,2.9000000000000002e-30,105.3,0,GCA_000002595.3,Chlorophyta
PNW75054.1,-,RPS6_kin_2,PIRSF000606,2.7e-35,121.9,0,4.899999999999999e-35,121.1,0,GCA_000002595.3,Chlorophyta
PNW70148.1,-,RPS6_kin_2,PIRSF000606,3.7e-35,121.5,0,5e-35,121.1,0,GCA_000002595.3,Chlorophyta
PNW87213.1,-,RPS6_kin_2,PIRSF000606,3.7999999999999996e-35,121.4,0,6e-35,120.8,0,GCA_000002595.3,Chlorophyta
PNW83575.1,-,RPS6_kin_2,PIRSF000606,1e-34,120,0,1.7e-34,119.3,0,GCA_000002595.3,Chlorophyta
PNW84284.1,-,RPS6_kin_2,PIRSF000606,1.1e-34,119.9,0,1.6e-34,119.4,0,GCA_000002595.3,Chlorophyta
PNW84283.1,-,RPS6_kin_2,PIRSF000606,1.1e-34,119.9,0,1.6e-34,119.4,0,GCA_000002595.3,Chlorophyta
PNW81498.1,-,RPS6_kin_2,PIRSF000606,1.2e-34,119.7,0,4.3999999999999994e-33,114.6,0,GCA_000002595.3,Chlorophyta
PNW73673.1,-,RPS6_kin_2,PIRSF000606,1.6e-34,119.4,0,1.6e-34,119.4,0,GCA_000002595.3,Chlorophyta
PNW84234.1,-,RPS6_kin_2,PIRSF000606,3.6e-34,118.2,0,4.1000000000000003e-23,81.6,0,GCA_000002595.3,Chlorophyta
PNW69969.1,-,RPS6_kin_2,PIRSF000606,3.9e-34,118.1,0,6.6000000000000005e-34,117.3,0,GCA_000002595.3,Chlorophyta
PNW74806.1,-,RPS6_kin_2,PIRSF000606,4e-34,118.1,0.1,1.4000000000000001e-28,99.7,0,GCA_000002595.3,Chlorophyta
PNW74478.1,-,RPS6_kin_2,PIRSF000606,7.400000000000001e-34,117.2,0,9.6e-34,116.8,0,GCA_000002595.3,Chlorophyta
PNW84286.1,-,RPS6_kin_2,PIRSF000606,9.4e-34,116.8,0,1.3e-33,116.4,0,GCA_000002595.3,Chlorophyta
PNW82035.1,-,RPS6_kin_2,PIRSF000606,1.6e-33,116.1,0,6.2000000000000005e-30,104.2,0,GCA_000002595.3,Chlorophyta
PNW76806.1,-,RPS6_kin_2,PIRSF000606,1.9e-33,115.8,0,1.5e-17,63.3,0,GCA_000002595.3,Chlorophyta
PNW84300.1,-,RPS6_kin_2,PIRSF000606,2.1e-33,115.7,0,1.7e-29,102.7,0,GCA_000002595.3,Chlorophyta
PNW72330.1,-,RPS6_kin_2,PIRSF000606,3.5e-33,115,0,9.999999999999999e-33,113.4,0,GCA_000002595.3,Chlorophyta
PNW85396.1,-,RPS6_kin_2,PIRSF000606,4.2e-33,114.7,0,8.599999999999999e-33,113.6,0,GCA_000002595.3,Chlorophyta
PNW71560.1,-,RPS6_kin_2,PIRSF000606,4.6999999999999995e-33,114.5,0,6.3e-33,114.1,0,GCA_000002595.3,Chlorophyta
PNW86162.1,-,RPS6_kin_2,PIRSF000606,5.5e-33,114.3,0,7.399999999999999e-33,113.9,0,GCA_000002595.3,Chlorophyta
PNW86163.1,-,RPS6_kin_2,PIRSF000606,5.7999999999999994e-33,114.2,0,7.8e-33,113.8,0,GCA_000002595.3,Chlorophyta
PNW86164.1,-,RPS6_kin_2,PIRSF000606,5.7999999999999994e-33,114.2,0,7.8e-33,113.8,0,GCA_000002595.3,Chlorophyta
PNW85049.1,-,RPS6_kin_2,PIRSF000606,7.7e-33,113.8,0,3.6e-32,111.6,0,GCA_000002595.3,Chlorophyta
PNW71561.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-32,113.3,0,1.4999999999999997e-32,112.8,0,GCA_000002595.3,Chlorophyta
PNW87164.1,-,RPS6_kin_2,PIRSF000606,3.4e-32,111.7,0,1.1e-31,109.9,0,GCA_000002595.3,Chlorophyta
PNW87165.1,-,RPS6_kin_2,PIRSF000606,3.4e-32,111.7,0,1.1e-31,109.9,0,GCA_000002595.3,Chlorophyta
PNW78284.1,-,RPS6_kin_2,PIRSF000606,4.1e-32,111.4,0,1.1e-31,110.1,0,GCA_000002595.3,Chlorophyta
PNW74746.1,-,RPS6_kin_2,PIRSF000606,4.6999999999999996e-32,111.2,0.3,4.2e-21,75,0,GCA_000002595.3,Chlorophyta
PNW71755.1,-,RPS6_kin_2,PIRSF000606,4.9e-32,111.1,0,3.4e-20,72,0,GCA_000002595.3,Chlorophyta
PNW81325.1,-,RPS6_kin_2,PIRSF000606,5.499999999999999e-32,111,0,9.199999999999999e-32,110.2,0,GCA_000002595.3,Chlorophyta
PNW85039.1,-,RPS6_kin_2,PIRSF000606,5.699999999999999e-32,110.9,0.3,1.4e-21,76.6,0,GCA_000002595.3,Chlorophyta
PNW87073.1,-,RPS6_kin_2,PIRSF000606,8.2e-32,110.4,0,9.899999999999998e-32,110.1,0,GCA_000002595.3,Chlorophyta
PNW70145.1,-,RPS6_kin_2,PIRSF000606,1.2e-31,109.9,0,9.2e-31,106.9,0,GCA_000002595.3,Chlorophyta
PNW78955.1,-,RPS6_kin_2,PIRSF000606,1.4e-31,109.6,0,1.4000000000000001e-30,106.3,0,GCA_000002595.3,Chlorophyta
PNW84938.1,-,RPS6_kin_2,PIRSF000606,2.4999999999999998e-31,108.8,0,3.3e-31,108.4,0,GCA_000002595.3,Chlorophyta
PNW76011.1,-,RPS6_kin_2,PIRSF000606,2.4999999999999998e-31,108.8,0,4.1e-31,108.1,0,GCA_000002595.3,Chlorophyta
PNW84939.1,-,RPS6_kin_2,PIRSF000606,2.6999999999999997e-31,108.7,0,3.5999999999999996e-31,108.3,0,GCA_000002595.3,Chlorophyta
PNW87053.1,-,RPS6_kin_2,PIRSF000606,2.8e-31,108.6,0,3.4e-30,105,0,GCA_000002595.3,Chlorophyta
PNW70763.1,-,RPS6_kin_2,PIRSF000606,2.8e-31,108.6,0,5.3e-31,107.7,0,GCA_000002595.3,Chlorophyta
PNW78079.1,-,RPS6_kin_2,PIRSF000606,3.0000000000000003e-31,108.5,0,1.9e-30,105.9,0,GCA_000002595.3,Chlorophyta
PNW84021.1,-,RPS6_kin_2,PIRSF000606,6.6e-31,107.4,0,7.7e-18,64.2,0,GCA_000002595.3,Chlorophyta
PNW88153.1,-,RPS6_kin_2,PIRSF000606,7.1e-31,107.3,0.5,1.2e-19,70.2,0.3,GCA_000002595.3,Chlorophyta
PNW72402.1,-,RPS6_kin_2,PIRSF000606,9.999999999999999e-31,106.8,0,2.9000000000000002e-30,105.3,0,GCA_000002595.3,Chlorophyta
PNW81962.1,-,RPS6_kin_2,PIRSF000606,1.5000000000000001e-30,106.2,0,1.5000000000000001e-30,106.2,0,GCA_000002595.3,Chlorophyta
PNW80296.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-30,105.8,0,3.1000000000000002e-27,95.3,0,GCA_000002595.3,Chlorophyta
PNW70520.1,-,RPS6_kin_2,PIRSF000606,2.7000000000000002e-30,105.4,0,8.1e-30,103.8,0,GCA_000002595.3,Chlorophyta
PNW85915.1,-,RPS6_kin_2,PIRSF000606,2.8000000000000002e-30,105.3,0,5.3000000000000004e-30,104.4,0,GCA_000002595.3,Chlorophyta
PNW80428.1,-,RPS6_kin_2,PIRSF000606,3e-30,105.2,0,4.1e-30,104.8,0,GCA_000002595.3,Chlorophyta
PNW72489.1,-,RPS6_kin_2,PIRSF000606,3.4e-30,105.1,0,5e-30,104.5,0,GCA_000002595.3,Chlorophyta
PNW73286.1,-,RPS6_kin_2,PIRSF000606,4.3000000000000004e-30,104.7,0,6.1000000000000005e-30,104.2,0,GCA_000002595.3,Chlorophyta
PNW84924.1,-,RPS6_kin_2,PIRSF000606,6.6e-30,104.1,0,1.7000000000000003e-28,99.4,0,GCA_000002595.3,Chlorophyta
PNW76926.1,-,RPS6_kin_2,PIRSF000606,9.300000000000001e-30,103.6,0,1.8e-29,102.7,0,GCA_000002595.3,Chlorophyta
PNW78700.1,-,RPS6_kin_2,PIRSF000606,1.7e-29,102.8,0,1.3000000000000002e-28,99.8,0,GCA_000002595.3,Chlorophyta
PNW86180.1,-,RPS6_kin_2,PIRSF000606,3.1999999999999997e-29,101.8,0,1.1e-23,83.5,0,GCA_000002595.3,Chlorophyta
PNW87190.1,-,RPS6_kin_2,PIRSF000606,5.4e-29,101.1,0,1.3000000000000002e-28,99.9,0,GCA_000002595.3,Chlorophyta
PNW71002.1,-,RPS6_kin_2,PIRSF000606,5.4e-29,101.1,0,2.9e-16,59,0,GCA_000002595.3,Chlorophyta
PNW86780.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000002e-28,100,0,4.4e-20,71.6,0,GCA_000002595.3,Chlorophyta
PNW78080.1,-,RPS6_kin_2,PIRSF000606,1.4000000000000001e-28,99.7,0,3.5000000000000004e-28,98.4,0,GCA_000002595.3,Chlorophyta
PNW87185.1,-,RPS6_kin_2,PIRSF000606,2.0000000000000002e-28,99.2,0,2.9e-28,98.7,0,GCA_000002595.3,Chlorophyta
PNW80965.1,-,RPS6_kin_2,PIRSF000606,2.0000000000000002e-28,99.2,0.1,2.1e-23,82.6,0,GCA_000002595.3,Chlorophyta
PNW78146.1,-,RPS6_kin_2,PIRSF000606,2.1e-28,99.1,0,1.8e-27,96,0,GCA_000002595.3,Chlorophyta
PNW72379.1,-,RPS6_kin_2,PIRSF000606,2.2000000000000004e-28,99.1,0,2.9e-28,98.7,0,GCA_000002595.3,Chlorophyta
PNW76185.1,-,RPS6_kin_2,PIRSF000606,3.5000000000000004e-28,98.4,0,2e-27,95.9,0,GCA_000002595.3,Chlorophyta
PNW82343.1,-,RPS6_kin_2,PIRSF000606,3.8000000000000005e-28,98.3,0,7.100000000000001e-28,97.4,0,GCA_000002595.3,Chlorophyta
PNW87957.1,-,RPS6_kin_2,PIRSF000606,4.2e-28,98.2,0.1,2.1999999999999996e-24,85.9,0.1,GCA_000002595.3,Chlorophyta
PNW82341.1,-,RPS6_kin_2,PIRSF000606,6.7e-28,97.5,0,1.1000000000000001e-27,96.8,0,GCA_000002595.3,Chlorophyta
PNW82342.1,-,RPS6_kin_2,PIRSF000606,6.7e-28,97.5,0,1.1000000000000001e-27,96.8,0,GCA_000002595.3,Chlorophyta
PNW83964.1,-,RPS6_kin_2,PIRSF000606,6.800000000000001e-28,97.4,0,2.1e-24,85.9,0,GCA_000002595.3,Chlorophyta
PNW80276.1,-,RPS6_kin_2,PIRSF000606,8.7e-28,97.1,0,3.7e-27,95,0,GCA_000002595.3,Chlorophyta
PNW78966.1,-,RPS6_kin_2,PIRSF000606,1e-27,96.9,0,1.5e-27,96.3,0,GCA_000002595.3,Chlorophyta
PNW82378.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000001e-27,96.8,0,1.8e-25,89.4,0,GCA_000002595.3,Chlorophyta
PNW78954.1,-,RPS6_kin_2,PIRSF000606,1.2e-27,96.6,0,5.1e-27,94.6,0,GCA_000002595.3,Chlorophyta
PNW75214.1,-,RPS6_kin_2,PIRSF000606,1.3e-27,96.5,0,2.3e-15,56,0,GCA_000002595.3,Chlorophyta
PNW82642.1,-,RPS6_kin_2,PIRSF000606,2.1e-27,95.8,0,1.3e-25,89.9,0,GCA_000002595.3,Chlorophyta
PNW81951.1,-,RPS6_kin_2,PIRSF000606,2.6e-27,95.5,0,3.4e-26,91.9,0,GCA_000002595.3,Chlorophyta
PNW82641.1,-,RPS6_kin_2,PIRSF000606,3.4000000000000004e-27,95.1,0,7.3e-26,90.7,0,GCA_000002595.3,Chlorophyta
PNW78293.1,-,RPS6_kin_2,PIRSF000606,3.6e-27,95.1,0,3.2e-26,91.9,0,GCA_000002595.3,Chlorophyta
PNW71601.1,-,RPS6_kin_2,PIRSF000606,7.2e-27,94.1,0,7.5e-26,90.7,0,GCA_000002595.3,Chlorophyta
PNW85774.1,-,RPS6_kin_2,PIRSF000606,7.5e-27,94,0,1.1e-26,93.5,0,GCA_000002595.3,Chlorophyta
PNW75521.1,-,RPS6_kin_2,PIRSF000606,8.5e-27,93.8,0.5,2.6e-18,65.7,0,GCA_000002595.3,Chlorophyta
PNW81420.1,-,RPS6_kin_2,PIRSF000606,1.2e-26,93.4,0,9e-21,73.9,0,GCA_000002595.3,Chlorophyta
PNW72439.1,-,RPS6_kin_2,PIRSF000606,1.2e-26,93.3,0,1.7e-26,92.8,0,GCA_000002595.3,Chlorophyta
PNW72051.1,-,RPS6_kin_2,PIRSF000606,1.3e-26,93.2,0,6.9999999999999995e-25,87.5,0,GCA_000002595.3,Chlorophyta
PNW80162.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-26,92.6,0,4.3e-14,51.8,0,GCA_000002595.3,Chlorophyta
PNW72050.1,-,RPS6_kin_2,PIRSF000606,2.2e-26,92.5,0,1.2999999999999998e-24,86.6,0,GCA_000002595.3,Chlorophyta
PNW80794.1,-,RPS6_kin_2,PIRSF000606,2.3e-26,92.4,0,1.2e-25,90,0,GCA_000002595.3,Chlorophyta
PNW72049.1,-,RPS6_kin_2,PIRSF000606,2.5e-26,92.3,0,1.7e-23,82.9,0,GCA_000002595.3,Chlorophyta
PNW74390.1,-,RPS6_kin_2,PIRSF000606,3.4e-26,91.8,0,5.8e-26,91.1,0,GCA_000002595.3,Chlorophyta
PNW84299.1,-,RPS6_kin_2,PIRSF000606,4.1e-26,91.6,0,8.6e-26,90.5,0,GCA_000002595.3,Chlorophyta
PNW81009.1,-,RPS6_kin_2,PIRSF000606,4.6e-26,91.4,0,5.9e-20,71.2,0,GCA_000002595.3,Chlorophyta
PNW71690.1,-,RPS6_kin_2,PIRSF000606,5.6e-26,91.1,0,8.9e-20,70.6,0,GCA_000002595.3,Chlorophyta
PNW78053.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-25,90.2,0,1.7999999999999997e-24,86.2,0,GCA_000002595.3,Chlorophyta
PNW88973.1,-,RPS6_kin_2,PIRSF000606,1.2e-25,90,0,4.3999999999999995e-25,88.2,0,GCA_000002595.3,Chlorophyta
PNW78527.1,-,RPS6_kin_2,PIRSF000606,1.5e-25,89.7,0,2.7e-13,49.2,0,GCA_000002595.3,Chlorophyta
PNW71705.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-25,89.6,0,2.9e-24,85.5,0,GCA_000002595.3,Chlorophyta
PNW87288.1,-,RPS6_kin_2,PIRSF000606,1.8e-25,89.4,0,2.5e-25,89,0,GCA_000002595.3,Chlorophyta
