"","hit_id","query_id","hit_eval","hit_bitscore","hit_description","accn","Taxid","Species.name","Phylum.name","Group.name","Kingdom.name","Super.Group","M.Strategy","TORC2_Presence"
"11","XP_009522551.1","Mass_AKT_Aligned",1.9e-51,183.1,"hypothetical protein PHYSODRAFT_354246","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"12","XP_009514608.1","Mass_AKT_Aligned",2.2e-49,176.3,"hypothetical protein PHYSODRAFT_444009","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"13","XP_009517139.1","Mass_AKT_Aligned",1.6e-45,163.5,"hypothetical protein PHYSODRAFT_344112","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"14","XP_009514919.1","Mass_AKT_Aligned",7.9e-45,161.2,"hypothetical protein PHYSODRAFT_343629","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"15","XP_009521926.1","Mass_AKT_Aligned",2.9e-40,146,"hypothetical protein PHYSODRAFT_345221","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"16","XP_009525671.1","Mass_AKT_Aligned",1.6e-38,140.3,"hypothetical protein PHYSODRAFT_314340","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"17","XP_009533395.1","Mass_AKT_Aligned",4.4e-38,138.8,"hypothetical protein PHYSODRAFT_519825","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"18","XP_009532693.1","Mass_AKT_Aligned",3.3e-36,132.6,"hypothetical protein PHYSODRAFT_361523","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"19","XP_009533860.1","Mass_AKT_Aligned",1.3e-34,127.2,"hypothetical protein PHYSODRAFT_361747","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"20","XP_009519021.1","Mass_AKT_Aligned",1.2e-32,120.8,"hypothetical protein PHYSODRAFT_487753","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"21","XP_009523430.1","Mass_AKT_Aligned",5.6e-25,95.3,"hypothetical protein PHYSODRAFT_345526","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"22","XP_009521882.1","Mass_AKT_Aligned",9.3e-23,87.9,"hypothetical protein PHYSODRAFT_494608","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"23","XP_009521586.1","Mass_AKT_Aligned",1.1e-22,87.6,"hypothetical protein PHYSODRAFT_540813","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"24","XP_009516695.1","Mass_AKT_Aligned",1.6e-21,83.7,"hypothetical protein PHYSODRAFT_309785","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"25","XP_009519521.1","Mass_AKT_Aligned",2.3e-21,83.3,"hypothetical protein PHYSODRAFT_541813","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"26","XP_009517250.1","Mass_AKT_Aligned",1.6e-20,80.4,"hypothetical protein PHYSODRAFT_553039","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"27","XP_009530181.1","Mass_AKT_Aligned",8.6e-19,74.7,"hypothetical protein PHYSODRAFT_507490","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"28","XP_009526928.1","Mass_AKT_Aligned",3e-17,69.6,"hypothetical protein PHYSODRAFT_560377","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"29","XP_009521962.1","Mass_AKT_Aligned",3.2e-17,69.5,"hypothetical protein PHYSODRAFT_297885","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"30","XP_009527483.1","Mass_AKT_Aligned",8.4e-17,68.1,"cyclic AMP-dependent protein kinase-li","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"31","XP_009519981.1","Mass_AKT_Aligned",1.8e-15,63.7,"hypothetical protein PHYSODRAFT_485920","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"32","XP_009525969.1","Mass_AKT_Aligned",3.5e-11,49.4,"hypothetical protein PHYSODRAFT_346042","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"33","XP_009538999.1","Mass_AKT_Aligned",4.9e-11,49,"hypothetical protein PHYSODRAFT_261959","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"34","XP_009526100.1","Mass_AKT_Aligned",0.42,16,"hypothetical protein PHYSODRAFT_360424","GCF_000149755.1",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"35","XP_002176743.1","Mass_AKT_Aligned",4.8e-45,160.6,"predicted protein, partial [Phaeodacty","GCF_000150955.2",556484,"Phaeodactylum tricornutum","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"36","XP_012894137.1","Mass_AKT_Aligned",1.5e-91,314.3,"uncharacterized protein [Blastocystis","GCF_000151665.1",12968,"Blastocystis hominis",NA,"eukaryotes",NA,"Stramenopiles","Non-Plastid Parasite","TORC2 Expected"
"37","XP_012898618.1","Mass_AKT_Aligned",1e-71,248.4,"uncharacterized protein [Blastocystis","GCF_000151665.1",12968,"Blastocystis hominis",NA,"eukaryotes",NA,"Stramenopiles","Non-Plastid Parasite","TORC2 Expected"
"38","XP_012897450.1","Mass_AKT_Aligned",1e-39,142.1,"uncharacterized protein [Blastocystis","GCF_000151665.1",12968,"Blastocystis hominis",NA,"eukaryotes",NA,"Stramenopiles","Non-Plastid Parasite","TORC2 Expected"
"39","XP_012895685.1","Mass_AKT_Aligned",2e-39,141.1,"uncharacterized protein [Blastocystis","GCF_000151665.1",12968,"Blastocystis hominis",NA,"eukaryotes",NA,"Stramenopiles","Non-Plastid Parasite","TORC2 Expected"
"40","XP_012895420.1","Mass_AKT_Aligned",5.5e-19,73.2,"uncharacterized protein [Blastocystis","GCF_000151665.1",12968,"Blastocystis hominis",NA,"eukaryotes",NA,"Stramenopiles","Non-Plastid Parasite","TORC2 Expected"
"41","XP_005856071.1","Mass_AKT_Aligned",6.9e-69,238.2,"protein kinase [Nannochloropsis gadita","GCF_000240725.1",1093141,"Nannochloropsis gaditana",NA,"eukaryotes",NA,"Stramenopiles","Autotrophic","No TORC2"
"42","XP_005855011.1","Mass_AKT_Aligned",3.9e-38,136,"uncharacterized protein NGA_0383000, p","GCF_000240725.1",1093141,"Nannochloropsis gaditana",NA,"eukaryotes",NA,"Stramenopiles","Autotrophic","No TORC2"
"43","EEY59279.1","Mass_AKT_Aligned",6.9e-101,346.8,"RPS6 protein kinase [Phytophthora infestan","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"44","EEY61118.1","Mass_AKT_Aligned",6.5e-90,310.4,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"45","EEY68261.1","Mass_AKT_Aligned",1.5e-85,295.9,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"46","EEY67588.1","Mass_AKT_Aligned",1.2e-84,292.9,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"47","EEY66201.1","Mass_AKT_Aligned",7.7e-84,290.2,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"48","EEY70440.1","Mass_AKT_Aligned",1.7e-78,272.5,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"49","EEY61622.1","Mass_AKT_Aligned",8.5e-75,260.2,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"50","EEY53149.1","Mass_AKT_Aligned",1.8e-70,245.8,"RAC family serine/threonine-protein kinase","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"51","EEY56261.1","Mass_AKT_Aligned",1.7e-69,242.6,"RAC family serine/threonine-protein kinase","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"52","EEY53403.1","Mass_AKT_Aligned",2.6e-64,225.4,"ribosomal protein S6 kinase, putative [Phy","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"53","EEY62639.1","Mass_AKT_Aligned",4e-63,221.4,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"54","EEY63375.1","Mass_AKT_Aligned",5.2e-62,217.7,"ribosomal protein S6 kinase, putative [Phy","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"55","EEY60675.1","Mass_AKT_Aligned",6e-60,210.8,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"56","EEY67682.1","Mass_AKT_Aligned",6.2e-53,187.6,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"57","EEY56911.1","Mass_AKT_Aligned",7.6e-51,180.6,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"58","EEY64219.1","Mass_AKT_Aligned",1e-46,166.9,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"59","EEY67999.1","Mass_AKT_Aligned",3.4e-45,161.9,"RAC family serine/threonine-protein kinase","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"60","EEY58767.1","Mass_AKT_Aligned",5e-44,158,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"61","EEY65981.1","Mass_AKT_Aligned",5.8e-43,154.4,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"62","EEY64993.1","Mass_AKT_Aligned",7.6e-40,144.1,"ribosomal protein S6 kinase, putative [Phy","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"63","EEY60590.1","Mass_AKT_Aligned",6.3e-37,134.4,"cGMP-dependent protein kinase, putative [P","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"64","EEY64501.1","Mass_AKT_Aligned",8.4e-37,134,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"65","EEY58504.1","Mass_AKT_Aligned",1.1e-36,133.6,"ribosomal protein S6 kinase alpha-5, putat","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"66","EEY56190.1","Mass_AKT_Aligned",4.1e-36,131.7,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"67","EEY61299.1","Mass_AKT_Aligned",4.2e-35,128.3,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"68","EEY59703.1","Mass_AKT_Aligned",3.8e-33,121.8,"cAMP-dependent protein kinase catalytic su","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"69","EEY69302.1","Mass_AKT_Aligned",5e-31,114.8,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"70","EEY65006.1","Mass_AKT_Aligned",1.2e-22,86.9,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"71","EEY65021.1","Mass_AKT_Aligned",1.5e-22,86.6,"receptor kinase, putative [Phytophthora in","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"72","EEY64893.1","Mass_AKT_Aligned",9.9e-21,80.6,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"73","EEY57266.1","Mass_AKT_Aligned",1e-20,80.5,"cGMP-dependent protein kinase, putative [P","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"74","EEY58752.1","Mass_AKT_Aligned",6.1e-20,77.9,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"75","EEY64137.1","Mass_AKT_Aligned",1.9e-16,66.4,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"76","EEY63645.1","Mass_AKT_Aligned",1.9e-13,56.4,"cGMP-dependent protein kinase, putative [P","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"77","EEY54121.1","Mass_AKT_Aligned",5.9e-13,54.7,"cAMP-dependent protein kinase catalytic su","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"78","EEY61193.1","Mass_AKT_Aligned",5.2e-09,41.6,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"79","EEY63920.1","Mass_AKT_Aligned",2.9e-08,39.2,"cAMP-dependent protein kinase catalytic su","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"80","EEY56549.1","Mass_AKT_Aligned",2.6,12.7,"protein kinase, putative [Phytophthora inf","GCA_000142945.1",403677,"Phytophthora infestans","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"81","EED92203.1","Mass_AKT_Aligned",5.6e-37,133.9,"predicted protein [Thalassiosira pseudonan","GCA_000149405.2",296543,"Thalassiosira pseudonana","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"82","EED93256.1","Mass_AKT_Aligned",3.4e-23,88.2,"hypothetical protein THAPSDRAFT_33389, par","GCA_000149405.2",296543,"Thalassiosira pseudonana","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"83","EED96498.1","Mass_AKT_Aligned",9.9e-15,60,"predicted protein [Thalassiosira pseudonan","GCA_000149405.2",296543,"Thalassiosira pseudonana","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"84","EED94579.1","Mass_AKT_Aligned",2.2e-14,58.9,"predicted protein [Thalassiosira pseudonan","GCA_000149405.2",296543,"Thalassiosira pseudonana","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"85","EED90517.1","Mass_AKT_Aligned",7.9e-07,33.8,"predicted protein, partial [Thalassiosira","GCA_000149405.2",296543,"Thalassiosira pseudonana","Bacillariophyta","diatoms",NA,"Stramenopiles","Autotrophic","No TORC2"
"86","EGZ15197.1","Mass_AKT_Aligned",3e-98,338.7,"hypothetical protein PHYSODRAFT_561119 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"87","EGZ27510.1","Mass_AKT_Aligned",1.2e-85,296.9,"hypothetical protein PHYSODRAFT_554026 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"88","EGZ28633.1","Mass_AKT_Aligned",1.4e-85,296.6,"hypothetical protein PHYSODRAFT_284310 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"89","EGZ05855.1","Mass_AKT_Aligned",2e-84,292.7,"hypothetical protein PHYSODRAFT_566362 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"90","EGZ25435.1","Mass_AKT_Aligned",5.1e-72,251.5,"hypothetical protein PHYSODRAFT_555263 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"91","EGZ25869.1","Mass_AKT_Aligned",5.6e-65,228.1,"hypothetical protein PHYSODRAFT_354099 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"92","EGZ19467.1","Mass_AKT_Aligned",6.8e-65,227.9,"hypothetical protein PHYSODRAFT_558276 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"93","EGZ16523.1","Mass_AKT_Aligned",1.2e-62,220.4,"hypothetical protein PHYSODRAFT_350990 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"94","EGZ21266.1","Mass_AKT_Aligned",7.8e-62,217.7,"hypothetical protein PHYSODRAFT_350723 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"95","EGZ09366.1","Mass_AKT_Aligned",2.7e-59,209.3,"hypothetical protein PHYSODRAFT_288412 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"96","EGZ19834.1","Mass_AKT_Aligned",1.9e-51,183.1,"hypothetical protein PHYSODRAFT_354246 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"97","EGZ27333.1","Mass_AKT_Aligned",2.2e-49,176.3,"hypothetical protein PHYSODRAFT_444009, pa","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"98","EGZ29864.1","Mass_AKT_Aligned",1.6e-45,163.5,"hypothetical protein PHYSODRAFT_344112 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"99","EGZ27644.1","Mass_AKT_Aligned",7.9e-45,161.2,"hypothetical protein PHYSODRAFT_343629 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"100","EGZ19209.1","Mass_AKT_Aligned",2.9e-40,146,"hypothetical protein PHYSODRAFT_345221 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"101","EGZ16613.1","Mass_AKT_Aligned",1.6e-38,140.3,"hypothetical protein PHYSODRAFT_314340 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"102","EGZ10650.1","Mass_AKT_Aligned",4.4e-38,138.8,"hypothetical protein PHYSODRAFT_519825 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"103","EGZ12360.1","Mass_AKT_Aligned",3.3e-36,132.6,"hypothetical protein PHYSODRAFT_361523 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"104","EGZ11115.1","Mass_AKT_Aligned",1.3e-34,127.2,"hypothetical protein PHYSODRAFT_361747 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"105","EGZ23733.1","Mass_AKT_Aligned",1.2e-32,120.8,"hypothetical protein PHYSODRAFT_487753 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"106","EGZ20713.1","Mass_AKT_Aligned",5.6e-25,95.3,"hypothetical protein PHYSODRAFT_345526 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"107","EGZ19165.1","Mass_AKT_Aligned",9.3e-23,87.9,"hypothetical protein PHYSODRAFT_494608 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"108","EGZ26298.1","Mass_AKT_Aligned",1.1e-22,87.6,"hypothetical protein PHYSODRAFT_540813 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"109","EGZ29420.1","Mass_AKT_Aligned",1.6e-21,83.7,"hypothetical protein PHYSODRAFT_309785 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"110","EGZ24233.1","Mass_AKT_Aligned",2.3e-21,83.3,"hypothetical protein PHYSODRAFT_541813 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"111","EGZ29975.1","Mass_AKT_Aligned",1.6e-20,80.4,"hypothetical protein PHYSODRAFT_553039 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"112","EGZ16432.1","Mass_AKT_Aligned",8.6e-19,74.7,"hypothetical protein PHYSODRAFT_507490 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
"113","EGZ17870.1","Mass_AKT_Aligned",3e-17,69.6,"hypothetical protein PHYSODRAFT_560377 [Ph","GCA_000149755.2",67593,"Phytophthora sojae","Oomycota","downy mildews",NA,"Stramenopiles","Heterotroph","TORC2 Expected"
