"accn","bitscore","evalue","gapopen","hit_description","length","mismatch","name","pident","qend","qseqid","qstart","selected","send","shared name","Species name","sstart","Super.Group","Taxid","TORC2_Presence"
"GCA_026401395.1","1189","0.0","3","hypothetical protein P43SY_001170 [Pythi","701","98","KAJ0398080.1","85.6","705","TMW59079.1","6","false","702","KAJ0398080.1","Pythium insidiosum","4","Stramenopiles","114742","TORC2 Expected"
"GCA_003287315.1","1377","0.0","1","hypothetical protein PC110_g2954 [Phytopht","714","22","RAW40842.1","96.5","716","XP_009534227.1","3","false","712","RAW40842.1","Phytophthora cactorum","2","Stramenopiles","29920","TORC2 Expected"
"GCA_016864635.1","1377","0.0","1","hypothetical protein PC111_g1635 [Phytop","714","22","KAG2845328.1","96.5","716","XP_009534227.1","3","false","712","KAG2845328.1","Phytophthora cactorum","2","Stramenopiles","29920","TORC2 Expected"
"GCA_016864665.1","1377","0.0","1","hypothetical protein PC112_g2156 [Phytop","714","22","KAG2844629.1","96.5","716","XP_009534227.1","3","false","712","KAG2844629.1","Phytophthora cactorum","2","Stramenopiles","29920","TORC2 Expected"
"GCA_010194725.1","1378","0.0","1","Arb2 domain [Phytophthora cactorum]","716","23","KAF1778742.1","96.4","716","XP_009534227.1","1","false","713","KAF1778742.1","Phytophthora cactorum","1","Stramenopiles","29920","TORC2 Expected"
"GCA_003546545.1","1361","0.0","7","hypothetical protein DYB34_011767 [Aphanom","878","127","RHY45148.1","80.0","862","VFT97790.1","1","false","845","RHY45148.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_005966545.1","873","3.62E-305","10","hypothetical protein Poli38472_007224 [Pyt","694","187","TMW59079.1","66.4","733","VFT77323.1","65","false","702","TMW59079.1","Pythium oligandrum","30","Stramenopiles","41045","TORC2 Expected"
"GCA_000186865.1","699","5.3299999999999986E-238","13","hypothetical protein AURANDRAFT_72591 [Aur","700","189","EGB04133.1","56.9","694","KAJ1448757.1","7","false","649","EGB04133.1","Aureococcus anophagefferens","51","Stramenopiles","44056","No TORC2"
"GCA_051046955.1","805","7.539999999999999E-298","0","hypothetical protein CRYUN_Cryun09bG012710","405","0","XWS56920.1","100.0","405","XWS56920.1","1","false","405","XWS56920.1","NA","1","NA",,"NA"
"GCA_051046955.1","890","0.0","0","hypothetical protein CRYUN_Cryun40dG009160","445","0","XWS09520.1","100.0","445","XWS09520.1","1","false","445","XWS09520.1","NA","1","NA",,"NA"
"GCA_050990945.1","697","1.6699999999999999E-254","1","hypothetical protein REPUB_Repub13aG011560","391","35","XVF24298.1","90.8","390","XWS56920.1","1","false","391","XVF24298.1","NA","1","NA",,"NA"
"GCF_009914755.1","498","7.599999999999998E-182","0","RAC-gamma serine/threonine-protein kin","247","0","XP_054189666.1","100.0","247","XP_054189666.1","1","false","247","XP_054189666.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","498","7.599999999999998E-182","0","RAC-gamma serine/threonine-protein kin","247","0","XP_054184605.1","100.0","247","XP_054189666.1","1","false","247","XP_054184605.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","498","7.599999999999998E-182","0","RAC-gamma serine/threonine-protein kin","247","0","XP_024303706.1","100.0","247","XP_054189666.1","1","false","247","XP_024303706.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","472","1.01E-170","0","RAC-gamma serine/threonine-protein kin","235","2","XP_054189664.1","99.1","235","XP_054189666.1","1","false","235","XP_054189664.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","472","1.01E-170","0","RAC-gamma serine/threonine-protein kin","235","2","XP_054184603.1","99.1","235","XP_054189666.1","1","false","235","XP_054184603.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","472","1.01E-170","0","RAC-gamma serine/threonine-protein kin","235","2","XP_024302660.1","99.1","235","XP_054189666.1","1","false","235","XP_024302660.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","520","1.2699999999999999E-190","0","RAC-gamma serine/threonine-protein kin","249","0","XP_054189665.1","100.0","249","XP_054189665.1","1","false","249","XP_054189665.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","520","1.2699999999999999E-190","0","RAC-gamma serine/threonine-protein kin","249","0","XP_054184604.1","100.0","249","XP_054189665.1","1","false","249","XP_054184604.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","520","1.2699999999999999E-190","0","RAC-gamma serine/threonine-protein kin","249","0","XP_011542316.1","100.0","249","XP_054189665.1","1","false","249","XP_011542316.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCA_039639745.1","788","8.05E-292","0","Non-specific serine/threonine protein kina","394","0","XAR66049.1","100.0","394","XAR66049.1","1","false","394","XAR66049.1","NA","1","NA",,"NA"
"GCA_036885675.1","1089","0.0","0","hypothetical protein V8G54_036796 [Vigna m","558","0","WVY91282.1","100.0","558","WVY91282.1","1","false","558","WVY91282.1","Vigna mungo","1","Streptophyta","3915","No TORC2"
"GCA_028411795.1","830","2.3E-305","0","protein-serine kinase 1 [Euphorbia peplus]","455","0","WCJ36008.1","100.0","455","WCJ36008.1","1","false","455","WCJ36008.1","Euphorbia peplus","1","Streptophyta","38846","No TORC2"
"GCA_902459845.2","796","9.32E-292","0","RAC-beta serine/threonine protein kinase [","396","0","VWU50444.1","100.0","414","VWU52618.1","19","false","564","VWU50444.1","Hepatocystis sp. ex Piliocolobus tephrosceles","169","Alveolata","2600580","No TORC2"
"GCA_900231445.1","805","6.21E-298","0","unnamed protein product [Triticum turgidum","407","0","VAI05953.1","100.0","407","VAI05953.1","1","false","407","VAI05953.1","Triticum turgidum","1","Streptophyta","4567","No TORC2"
"GCA_900231445.1","748","1.26E-275","0","unnamed protein product [Triticum turgidum","383","3","VAH90679.1","99.2","383","VAI05953.1","1","false","383","VAH90679.1","Triticum turgidum","1","Streptophyta","4567","No TORC2"
"GCA_900231445.1","759","1.3499999999999997E-279","1","unnamed protein product [Triticum turgidum","396","8","VAH90678.1","97.7","395","VAI05953.1","1","false","396","VAH90678.1","Triticum turgidum","1","Streptophyta","4567","No TORC2"
"GCA_019828595.1","793","9.829999999999999E-290","4","hypothetical protein AC1031_007437 [Apha","512","103","KAG9401724.1","78.7","511","VFT78343.1","3","false","510","KAG9401724.1","Aphanomyces cochlioides","2","Stramenopiles","112091","TORC2 Expected"
"GCA_007990485.1","912","0.0","0","hypothetical protein ES332_A06G215500v1 [G","457","0","TYI24178.1","100.0","457","TYI24178.1","1","false","457","TYI24178.1","Gossypium tomentosum","1","Streptophyta","34277","No TORC2"
"GCA_006369765.1","910","0.0","0","hypothetical protein FGO68_gene10800 [Halt","459","0","TNV79189.1","100.0","459","TNV79189.1","1","false","459","TNV79189.1","Halteria grandinella","1","NA","5974","NA"
"GCA_004359215.2","1751","0.0","0","hypothetical protein CCR75_007296 [Bremia","879","0","TDH71201.1","100.0","879","TDH71201.1","1","false","879","TDH71201.1","Bremia lactucae","1","Stramenopiles","4779","TORC2 Expected"
"GCA_047372865.1","774","5.19E-286","0","hypothetical protein ABPG72_013067 [Tetr","399","17","KAL4488499.1","95.7","399","XP_001033178.2","1","false","399","KAL4488499.1","Tetrahymena utriculariae","1","NA","2486642","NA"
"GCA_022343405.2","328","1.0299999999999999E-103","12","hypothetical protein L7F22_019296 [Adian","447","209","MCO5565622.1","43.8","638","NP_593754.1","214","false","579","MCO5565622.1","Adiantum nelumboides","153","Streptophyta","2759587","No TORC2"
"GCA_004359215.2","1403","0.0","0","hypothetical protein CCR75_002361 [Bremia","703","0","TDH69833.1","100.0","703","TDH69833.1","1","false","703","TDH69833.1","Bremia lactucae","1","Stramenopiles","4779","TORC2 Expected"
"GCA_004359215.2","1043","0.0","0","hypothetical protein CCR75_004766 [Bremia","511","0","TDH68249.1","100.0","511","TDH68249.1","1","false","511","TDH68249.1","Bremia lactucae","1","Stramenopiles","4779","TORC2 Expected"
"GCA_040357565.1","292","2.46E-93","9","MAG: hypothetical protein MHM6MM_005293","404","177","MES1913063.1","41.3","456","TNV79189.1","63","false","535","MES1913063.1","Cercozoa sp. M6MM","182","Rhizaria","1215613","No TORC2"
"GCA_003546525.1","698","2.0E-257","0","hypothetical protein DYB32_001993 [Aphanom","352","0","RHY33012.1","100.0","352","RHY33012.1","1","false","352","RHY33012.1","Aphanomyces invadans","1","Stramenopiles","157072","TORC2 Expected"
"GCA_900332095.2","894","0.0","0","unnamed protein product [Cuscuta campestri","443","0","VFQ95687.1","100.0","443","VFQ95687.1","1","false","443","VFQ95687.1","Cuscuta campestris","1","Streptophyta","132261","No TORC2"
"GCA_004170445.1","780","3.81E-288","0","hypothetical protein Ahy_B04g071533 isofor","399","0","RYR14828.1","100.0","399","RYR14828.1","1","false","399","RYR14828.1","Arachis hypogaea","1","Streptophyta","3818","No TORC2"
"GCA_050941845.1","419","3.26E-136","0","kinase-like domain-containing protein [H","257","58","KAL6753068.1","77.4","939","XP_042917497.1","683","false","456","KAL6753068.1","NA","200","NA",,"NA"
"GCA_003713155.1","757","2.7399999999999995E-279","1","Serine/threonine-protein kinase [Arachis h","399","9","QHN81850.1","97.2","399","RYR14828.1","1","false","397","QHN81850.1","Arachis hypogaea","1","Streptophyta","3818","No TORC2"
"GCA_025201885.1","390","8.659999999999999E-125","2","MAG: kinase-like domain-containing prote","258","64","KAI8465027.1","74.4","939","XP_042917497.1","683","false","512","KAI8465027.1","Monoraphidium minutum","256","Chlorophyta","39955","No TORC2"
"GCA_030272055.1","400","2.51E-128","2","hypothetical protein OEZ85_001507 [Tetrade","258","64","WIA23180.1","74.4","939","XP_042917497.1","683","false","533","WIA23180.1","Tetradesmus obliquus","277","Chlorophyta","3088","No TORC2"
"GCA_002335675.1","395","2.19E-127","0","hypothetical protein CEUSTIGMA_g11793.t1 [","257","75","GAX84371.1","70.8","939","XP_042917497.1","683","false","467","GAX84371.1","Chlamydomonas eustigma","211","Chlorophyta","1157962","No TORC2"
"GCA_014080715.1","405","2.7899999999999996E-132","2","kinase-like domain-containing protein [S","268","70","KAF6257398.1","73.1","949","XP_042917497.1","683","false","408","KAF6257398.1","Scenedesmus sp. NREL 46B-D3","142","Chlorophyta","2650976","No TORC2"
"GCA_025201885.1","389","4.56E-127","2","MAG: kinase-like domain-containing prote","258","67","KAI8473226.1","73.3","939","XP_042917497.1","683","false","336","KAI8473226.1","Monoraphidium minutum","80","Chlorophyta","39955","No TORC2"
"GCA_916048055.1","1296","0.0","0","unnamed protein product [Pedinophyceae s","793","0","CAG9467248.1","100.0","793","CAG9467248.1","1","false","793","CAG9467248.1","Pedinophyceae sp. YPF-701","1","Chlorophyta","765719","No TORC2"
"GCA_007990485.1","975","0.0","0","hypothetical protein ES332_A05G305300v1 [G","489","0","TYI29277.1","100.0","489","TYJ36275.1","1","false","489","TYI29277.1","Gossypium tomentosum","1","Streptophyta","34277","No TORC2"
"GCA_003112345.1","732","2.0E-264","0","protein-serine kinase 1 [Artemisia annua]","370","0","PWA27171.1","100.0","370","PWA53595.1","1","false","611","PWA27171.1","Artemisia annua","242","Streptophyta","35608","No TORC2"
"GCA_002994745.2","1515","0.0","0","putative protein kinase AGC-Pl family [Ros","746","0","PRQ26060.1","100.0","746","PRQ26060.1","1","false","746","PRQ26060.1","Rosa chinensis","1","Streptophyta","74649","No TORC2"
"GCA_002926015.1","876","0.0","0","hypothetical protein GOBAR_DD11356 [Gossyp","436","0","PPD91708.1","100.0","436","PPD91708.1","1","false","436","PPD91708.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_002914845.1","819","2.3599999999999997E-303","0","Tyrosine-protein kinase [Trema orientale]","409","0","PON48611.1","100.0","409","PON48611.1","1","false","409","PON48611.1","Trema orientale","1","Streptophyta","63057","No TORC2"
"GCA_002911725.1","1511","0.0","0","AGC protein Kinase [Phytophthora palmivora","764","0","POM62423.1","100.0","764","POM62423.1","1","false","764","POM62423.1","Phytophthora palmivora","1","Stramenopiles","4796","TORC2 Expected"
"GCA_001974825.2","665","1.5600000000000001E-245","0","hypothetical protein COLO4_07632 [Corchoru","325","0","OMP07094.1","100.0","325","OMP07094.1","1","false","325","OMP07094.1","Corchorus olitorius","1","Streptophyta","93759","No TORC2"
"GCA_051046955.1","872","0.0","0","hypothetical protein CRYUN_Cryun05aG013020","473","38","XWS65629.1","92.0","486","XWS74473.1","14","false","473","XWS65629.1","NA","1","NA",,"NA"
"GCA_001970955.1","735","1.62E-271","0","hypothetical protein SteCoe_2828 [Stentor","368","0","OMJ94058.1","100.0","368","OMJ94058.1","1","false","368","OMJ94058.1","Stentor coeruleus","1","NA","5963","NA"
"GCF_009914755.1","1433","0.0","1","ribosomal protein S6 kinase alpha-3 is","718","0","XP_054183497.1","99.2","712","XP_054183508.1","1","false","746","XP_054183497.1","Homo sapiens","29","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","1433","0.0","1","ribosomal protein S6 kinase alpha-3 is","718","0","XP_011543857.1","99.2","712","XP_054183508.1","1","false","746","XP_011543857.1","Homo sapiens","29","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","1190","0.0","4","ribosomal protein S6 kinase alpha-3 is","710","110","XP_054183505.1","83.1","731","XP_054212164.1","29","false","717","XP_054183505.1","Homo sapiens","11","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","1187","0.0","4","ribosomal protein S6 kinase alpha-3 is","707","108","XP_011543864.1","83.3","717","XP_054212165.1","18","false","717","XP_011543864.1","Homo sapiens","14","Opisthokonta","9606","TORC2 Expected"
"GCF_000001215.4","1062","0.0","0","Akt kinase, isoform B [Drosophila mela","530","0","NP_732115.1","100.0","530","NP_732115.1","1","false","530","NP_732115.1","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCF_000001215.4","1062","0.0","0","Akt kinase, isoform A [Drosophila mela","530","0","NP_732114.1","100.0","530","NP_732115.1","1","false","530","NP_732114.1","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCA_030267785.1","637","1.4699999999999996E-232","2","unnamed protein product [Phytophthora frag","381","64","GMF44630.1","82.7","380","TMW65074.1","1","false","380","GMF44630.1","Phytophthora fragariaefolia","1","Stramenopiles","1490495","TORC2 Expected"
"GCF_000001215.4","1062","0.0","0","Akt kinase, isoform C [Drosophila mela","530","0","NP_732113.3","100.0","530","NP_732115.1","1","false","611","NP_732113.3","Drosophila melanogaster","82","Opisthokonta","7227","TORC2 Expected"
"GCA_028826165.1","295","3.3199999999999994E-96","3","non-specific serine/threonine protein ki","339","180","KAJ5077517.1","44.5","417","TNV83490.1","79","false","343","KAJ5077517.1","Anaeramoeba ignava","13","Metamonada","1746090","TORC2 Expected"
"GCF_000001215.4","1062","0.0","0","Akt kinase, isoform E [Drosophila mela","530","0","NP_001287354.1","100.0","530","NP_732115.1","1","false","530","NP_001287354.1","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCA_040357565.1","210","1.67E-59","5","MAG: hypothetical protein MHM6MM_004569","313","174","MES1912264.1","37.4","683","OQS04678.1","374","false","379","MES1912264.1","Cercozoa sp. M6MM","86","Rhizaria","1215613","No TORC2"
"GCF_000001215.4","1062","0.0","0","Akt kinase, isoform D [Drosophila mela","530","0","NP_001287353.1","100.0","530","NP_732115.1","1","false","530","NP_001287353.1","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCA_037954105.1","693","2.2200000000000003E-251","4","hypothetical protein VNO77_31810 [Canava","462","95","KAK7321305.1","77.1","467","XLU65447.1","14","false","479","KAK7321305.1","Canavalia gladiata","21","Streptophyta","3824","No TORC2"
"GCF_009914755.1","1416","0.0","0","ribosomal protein S6 kinase alpha-3 is","702","0","XP_054183501.1","100.0","702","XP_054183512.1","1","false","730","XP_054183501.1","Homo sapiens","29","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","1416","0.0","0","ribosomal protein S6 kinase alpha-3 is","702","0","XP_047298289.1","100.0","702","XP_054183512.1","1","false","730","XP_047298289.1","Homo sapiens","29","Opisthokonta","9606","TORC2 Expected"
"GCA_039096925.1","706","2.1999999999999998E-256","1","hypothetical protein WA538_005037 [Blast","416","73","KAK8815916.1","82.2","468","XP_012894137.1","54","false","416","KAK8815916.1","Blastocystis sp. DL","1","Stramenopiles","3128535","TORC2 Expected"
"GCA_039096215.1","805","1.2299999999999998E-293","3","hypothetical protein WA588_003848 [Blast","535","122","KAK8794997.1","75.5","533","XP_012894137.1","1","false","528","KAK8794997.1","Blastocystis sp. NMH","1","Stramenopiles","3128537","TORC2 Expected"
"GCF_009914755.1","847","1.9E-305","2","ribosomal protein S6 kinase alpha-3 is","495","77","XP_054183512.1","83.8","539","XP_054194065.1","45","false","505","XP_054183512.1","Homo sapiens","14","Opisthokonta","9606","TORC2 Expected"
"GCA_039096195.1","821","3.52E-300","3","hypothetical protein WA171_006438 [Blast","533","114","KAK8802766.1","77.3","532","XP_012894137.1","1","false","527","KAK8802766.1","Blastocystis sp. BT1","1","Stramenopiles","3128534","TORC2 Expected"
"GCF_000001215.4","1676","0.0","0","ribosomal protein S6 kinase II, isofor","911","0","NP_523437.2","100.0","911","NP_523437.2","1","false","911","NP_523437.2","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCF_000001215.4","1676","0.0","0","ribosomal protein S6 kinase II, isofor","911","0","NP_001259779.1","100.0","911","NP_523437.2","1","false","911","NP_001259779.1","Drosophila melanogaster","1","Opisthokonta","7227","TORC2 Expected"
"GCA_039096195.1","817","1.49E-298","3","hypothetical protein WA171_000853 [Blast","525","110","KAK8809269.1","77.7","524","XP_012894137.1","1","false","519","KAK8809269.1","Blastocystis sp. BT1","1","Stramenopiles","3128534","TORC2 Expected"
"GCA_028826165.1","343","8.369999999999999E-109","9","non-specific serine/threonine protein ki","465","223","KAJ5078432.1","40.6","920","XP_044556707.1","470","false","433","KAJ5078432.1","Anaeramoeba ignava","8","Metamonada","1746090","TORC2 Expected"
"GCF_009914755.1","1190","0.0","4","ribosomal protein S6 kinase alpha-3 is","704","110","XP_054183513.1","83.7","731","XP_054212164.1","29","false","710","XP_054183513.1","Homo sapiens","11","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","872","0.0","1","RAC-beta serine/threonine-protein kina","481","0","NP_001317440.1","91.1","481","NP_001617.1","1","false","438","NP_001317440.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","472","2.9699999999999995E-168","0","RAC-gamma serine/threonine-protein kin","235","2","XP_054189660.1","99.1","235","XP_054189666.1","1","false","235","XP_054189660.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","472","2.9699999999999995E-168","0","RAC-gamma serine/threonine-protein kin","235","2","XP_054184599.1","99.1","235","XP_054189666.1","1","false","235","XP_054184599.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","472","2.9699999999999995E-168","0","RAC-gamma serine/threonine-protein kin","235","2","XP_047271599.1","99.1","235","XP_054189666.1","1","false","235","XP_047271599.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","472","4.0399999999999994E-168","0","RAC-gamma serine/threonine-protein kin","235","2","NP_859029.1","99.1","235","XP_054189666.1","1","false","235","NP_859029.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","472","4.0399999999999994E-168","0","RAC-gamma serine/threonine-protein kin","235","2","NP_001193658.1","99.1","235","XP_054189666.1","1","false","235","NP_001193658.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054189663.1","98.1","249","XP_054189665.1","40","false","418","XP_054189663.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054189662.1","98.1","249","XP_054189665.1","40","false","418","XP_054189662.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054189661.1","98.1","249","XP_054189665.1","40","false","418","XP_054189661.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCA_000151545.2","371","3.06E-127","4","AGC protein kinase [Saprolegnia parasitica","334","145","KDO30178.1","55.4","412","XP_044567202.1","81","false","342","KDO30178.1","Saprolegnia parasitica","11","Stramenopiles","695850","TORC2 Expected"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054184602.1","98.1","249","XP_054189665.1","40","false","418","XP_054184602.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCA_040357565.1","313","1.0999999999999999E-104","1","MAG: hypothetical protein MHM6MM_004569","330","178","MES1912265.1","45.5","359","XP_001008382.2","30","false","358","MES1912265.1","Cercozoa sp. M6MM","31","Rhizaria","1215613","No TORC2"
"GCA_006369765.1","353","1.7799999999999996E-119","3","hypothetical protein FGO68_gene7118 [Halte","344","156","TNV78858.1","52.0","402","XP_001032442.2","68","false","397","TNV78858.1","Halteria grandinella","54","NA","5974","NA"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054184601.1","98.1","249","XP_054189665.1","40","false","418","XP_054184601.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_054184600.1","98.1","249","XP_054189665.1","40","false","418","XP_054184600.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_047280288.1","98.1","249","XP_054189665.1","40","false","418","XP_047280288.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_047278347.1","98.1","249","XP_054189665.1","40","false","418","XP_047278347.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
"GCF_000001405.40","437","2.95E-155","0","RAC-gamma serine/threonine-protein kin","210","4","XP_047276597.1","98.1","249","XP_054189665.1","40","false","418","XP_047276597.1","Homo sapiens","209","Opisthokonta","9606","TORC2 Expected"
