tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
EAY01569.1,-,PH,PF00169.35,0.012,17.8,0.1,0.024,16.8,0.1,GCA_000002825.3
EAX88277.1,-,PH,PF00169.35,0.15,14.3,0.1,0.31,13.2,0.1,GCA_000002825.3
OHT01178.1,-,PH,PF00169.35,9.3e-22,78.0,0.5,1.7e-21,77.2,0.5,GCA_001839685.2
OHS98046.1,-,PH,PF00169.35,2.1e-21,76.9,0.1,3.6e-21,76.1,0.1,GCA_001839685.2
OHT14359.1,-,PH,PF00169.35,4.4e-20,72.6,0.5,9e-20,71.6,0.5,GCA_001839685.2
OHT00169.1,-,PH,PF00169.35,7.2e-20,71.9,0.1,1.6e-19,70.8,0.1,GCA_001839685.2
OHT11416.1,-,PH,PF00169.35,8e-17,62.1,0.0,1.5e-16,61.3,0.0,GCA_001839685.2
OHS95205.1,-,PH,PF00169.35,1.5e-16,61.2,0.2,4.8e-16,59.6,0.0,GCA_001839685.2
OHS99266.1,-,PH,PF00169.35,6.3e-15,56.0,0.1,1.7e-14,54.7,0.1,GCA_001839685.2
OHS97803.1,-,PH,PF00169.35,2.6e-14,54.0,0.3,7e-14,52.7,0.3,GCA_001839685.2
OHT10224.1,-,PH,PF00169.35,4.6e-13,50.1,1.2,1.5e-12,48.4,1.2,GCA_001839685.2
OHT11067.1,-,PH,PF00169.35,5.2e-11,43.4,0.0,1.3e-10,42.2,0.0,GCA_001839685.2
OHT01273.1,-,PH,PF00169.35,6.3e-11,43.2,0.5,1.2e-10,42.3,0.5,GCA_001839685.2
OHT10081.1,-,PH,PF00169.35,1.6e-10,41.9,1.0,4.1e-10,40.6,0.1,GCA_001839685.2
OHS92848.1,-,PH,PF00169.35,3e-10,41.0,0.0,6.6e-10,39.9,0.0,GCA_001839685.2
OHT05101.1,-,PH,PF00169.35,3.7e-10,40.7,4.2,3.7e-10,40.7,4.2,GCA_001839685.2
OHT11482.1,-,PH,PF00169.35,5.5e-10,40.2,0.1,1.3e-09,39.0,0.1,GCA_001839685.2
OHS99021.1,-,PH,PF00169.35,6.9e-10,39.8,0.3,1.7e-09,38.6,0.3,GCA_001839685.2
OHS96565.1,-,PH,PF00169.35,2.7e-09,37.9,0.4,5.8e-09,36.9,0.1,GCA_001839685.2
OHS99881.1,-,PH,PF00169.35,4.6e-08,34.0,0.1,8.6e-08,33.1,0.1,GCA_001839685.2
OHS99697.1,-,PH,PF00169.35,5.9e-08,33.6,0.4,2.1e-07,31.9,0.3,GCA_001839685.2
OHT01303.1,-,PH,PF00169.35,6.1e-08,33.6,0.0,1.3e-07,32.6,0.0,GCA_001839685.2
OHT01574.1,-,PH,PF00169.35,1.1e-07,32.8,0.6,3e-07,31.3,0.1,GCA_001839685.2
OHT06835.1,-,PH,PF00169.35,2.1e-07,31.9,0.5,2.1e-07,31.9,0.5,GCA_001839685.2
OHS94999.1,-,PH,PF00169.35,2.7e-07,31.5,0.1,6.6e-07,30.3,0.1,GCA_001839685.2
OHS96005.1,-,PH,PF00169.35,3.1e-07,31.3,0.0,7.8e-06,26.8,0.0,GCA_001839685.2
OHT07256.1,-,PH,PF00169.35,6.5e-07,30.3,1.1,2.5e-06,28.4,0.9,GCA_001839685.2
OHS95069.1,-,PH,PF00169.35,1.6e-06,29.0,3.8,1.6e-06,29.0,2.4,GCA_001839685.2
OHT06549.1,-,PH,PF00169.35,1.6e-06,29.0,0.2,3.5e-06,27.9,0.2,GCA_001839685.2
OHT00535.1,-,PH,PF00169.35,2.2e-06,28.6,0.5,2.2e-06,28.6,0.5,GCA_001839685.2
OHS95875.1,-,PH,PF00169.35,4.7e-06,27.5,0.2,1.6e-05,25.9,0.2,GCA_001839685.2
OHT02420.1,-,PH,PF00169.35,4.9e-06,27.5,1.9,0.00013,22.9,1.9,GCA_001839685.2
OHT13324.1,-,PH,PF00169.35,6.4e-06,27.1,0.4,6.4e-06,27.1,0.4,GCA_001839685.2
OHT08753.1,-,PH,PF00169.35,4.5e-05,24.4,0.0,8.5e-05,23.5,0.0,GCA_001839685.2
OHT08265.1,-,PH,PF00169.35,9.4e-05,23.3,0.0,0.00026,21.9,0.0,GCA_001839685.2
OHS95828.1,-,PH,PF00169.35,0.0022,18.9,0.1,0.0088,17.0,0.1,GCA_001839685.2
OHT07622.1,-,PH,PF00169.35,0.0039,18.2,0.0,0.015,16.2,0.0,GCA_001839685.2
OHT16522.1,-,PH,PF00169.35,0.0062,17.5,0.0,0.013,16.4,0.0,GCA_001839685.2
OHT05481.1,-,PH,PF00169.35,0.0093,16.9,0.0,0.032,15.2,0.0,GCA_001839685.2
KAH0793429.1,-,PH,PF00169.35,1.4e-20,73.0,0.4,3.8e-20,71.7,0.4,GCA_020184695.1
KAH0795684.1,-,PH,PF00169.35,1.3e-19,69.9,0.2,2.7e-19,69.0,0.2,GCA_020184695.1
KAH0793977.1,-,PH,PF00169.35,4.9e-18,64.9,0.6,1.3e-17,63.6,0.6,GCA_020184695.1
KAH0793265.1,-,PH,PF00169.35,2.1e-17,62.9,0.1,4.5e-17,61.8,0.1,GCA_020184695.1
KAH0794123.1,-,PH,PF00169.35,1.7e-15,56.8,0.1,3.2e-15,55.9,0.1,GCA_020184695.1
KAH0787783.1,-,PH,PF00169.35,2.8e-15,56.1,0.3,4.7e-15,55.3,0.3,GCA_020184695.1
KAH0795770.1,-,PH,PF00169.35,3.1e-15,55.9,2.4,7.6e-15,54.7,2.4,GCA_020184695.1
KAH0792239.1,-,PH,PF00169.35,9.6e-15,54.3,0.1,1.8e-14,53.4,0.1,GCA_020184695.1
KAH0788878.1,-,PH,PF00169.35,1.1e-14,54.1,1.2,2.3e-14,53.1,1.2,GCA_020184695.1
KAH0787512.1,-,PH,PF00169.35,1e-13,51.0,0.3,2.7e-13,49.7,0.3,GCA_020184695.1
KAH0786277.1,-,PH,PF00169.35,8.2e-13,48.1,0.2,3.2e-12,46.2,0.2,GCA_020184695.1
KAH0790294.1,-,PH,PF00169.35,1e-12,47.8,5.1,2e-12,46.9,5.1,GCA_020184695.1
KAH0795392.1,-,PH,PF00169.35,1.8e-11,43.8,0.1,3.6e-11,42.8,0.1,GCA_020184695.1
KAH0786026.1,-,PH,PF00169.35,2.2e-11,43.5,0.0,3.7e-11,42.8,0.0,GCA_020184695.1
KAH0786081.1,-,PH,PF00169.35,4.2e-10,39.4,4.3,4.3e-10,39.4,2.5,GCA_020184695.1
KAH0787546.1,-,PH,PF00169.35,5.4e-09,35.9,0.4,1.1e-08,34.9,0.4,GCA_020184695.1
KAH0788551.1,-,PH,PF00169.35,6e-09,35.7,0.5,1.6e-08,34.3,0.3,GCA_020184695.1
KAH0790178.1,-,PH,PF00169.35,2.2e-08,33.9,0.1,5.4e-08,32.6,0.1,GCA_020184695.1
KAH0795529.1,-,PH,PF00169.35,5.1e-06,26.3,0.0,1.4e-05,24.9,0.0,GCA_020184695.1
KAH0793094.1,-,PH,PF00169.35,6.5e-06,25.9,0.5,2.3e-05,24.1,0.1,GCA_020184695.1
KAH0786073.1,-,PH,PF00169.35,0.00011,22.0,0.2,0.00027,20.7,0.2,GCA_020184695.1
KAH0790494.1,-,PH,PF00169.35,0.00066,19.5,0.0,0.0016,18.2,0.0,GCA_020184695.1
KAH0788771.1,-,PH,PF00169.35,0.014,15.2,0.1,0.028,14.2,0.1,GCA_020184695.1
KAH0797875.1,-,PH,PF00169.35,1.4e-20,73.0,0.4,3.8e-20,71.7,0.4,GCA_020186115.1
KAH0796397.1,-,PH,PF00169.35,1.3e-19,69.9,0.2,2.7e-19,69.0,0.2,GCA_020186115.1
KAH0806632.1,-,PH,PF00169.35,4.9e-18,64.9,0.6,1.3e-17,63.6,0.6,GCA_020186115.1
KAH0806385.1,-,PH,PF00169.35,1.6e-17,63.2,0.1,3.4e-17,62.2,0.1,GCA_020186115.1
KAH0806339.1,-,PH,PF00169.35,2.1e-17,62.9,0.1,4.5e-17,61.8,0.1,GCA_020186115.1
KAH0800922.1,-,PH,PF00169.35,1.7e-15,56.8,0.1,3.1e-15,55.9,0.1,GCA_020186115.1
KAH0806877.1,-,PH,PF00169.35,2.8e-15,56.1,0.3,4.7e-15,55.3,0.3,GCA_020186115.1
KAH0798380.1,-,PH,PF00169.35,3.1e-15,55.9,2.4,7.6e-15,54.7,2.4,GCA_020186115.1
KAH0805223.1,-,PH,PF00169.35,9.6e-15,54.3,0.1,1.8e-14,53.4,0.1,GCA_020186115.1
KAH0798354.1,-,PH,PF00169.35,1e-13,51.0,0.3,2.6e-13,49.7,0.3,GCA_020186115.1
KAH0802739.1,-,PH,PF00169.35,8.2e-13,48.1,0.2,3.2e-12,46.2,0.2,GCA_020186115.1
KAH0798598.1,-,PH,PF00169.35,1e-12,47.8,5.1,2e-12,46.9,5.1,GCA_020186115.1
KAH0800097.1,-,PH,PF00169.35,2.9e-12,46.3,0.6,2.9e-12,46.3,0.6,GCA_020186115.1
KAH0804740.1,-,PH,PF00169.35,1.8e-11,43.8,0.1,3.6e-11,42.8,0.1,GCA_020186115.1
KAH0803441.1,-,PH,PF00169.35,2.2e-11,43.5,0.0,3.7e-11,42.8,0.0,GCA_020186115.1
KAH0803066.1,-,PH,PF00169.35,4.2e-10,39.4,4.3,4.3e-10,39.4,2.5,GCA_020186115.1
KAH0798320.1,-,PH,PF00169.35,5.4e-09,35.9,0.4,1.1e-08,34.9,0.4,GCA_020186115.1
KAH0806127.1,-,PH,PF00169.35,6e-09,35.7,0.5,1.6e-08,34.3,0.3,GCA_020186115.1
KAH0801930.1,-,PH,PF00169.35,2.2e-08,33.9,0.1,5.4e-08,32.6,0.1,GCA_020186115.1
KAH0796552.1,-,PH,PF00169.35,5.1e-06,26.3,0.0,1.4e-05,24.9,0.0,GCA_020186115.1
KAH0796646.1,-,PH,PF00169.35,6.5e-06,25.9,0.5,2.3e-05,24.1,0.1,GCA_020186115.1
KAH0803075.1,-,PH,PF00169.35,0.00011,22.0,0.2,0.00027,20.7,0.2,GCA_020186115.1
KAH0799914.1,-,PH,PF00169.35,0.00066,19.5,0.0,0.0016,18.2,0.0,GCA_020186115.1
KAH0804299.1,-,PH,PF00169.35,0.014,15.2,0.1,0.028,14.2,0.1,GCA_020186115.1
KAI5539313.1,-,PH,PF00169.35,2e-20,75.2,0.4,5e-20,73.9,0.1,GCA_026262505.1
KAI5492715.1,-,PH,PF00169.35,1.8e-17,65.7,0.5,5.2e-17,64.2,0.2,GCA_026262505.1
KAI5491939.1,-,PH,PF00169.35,2.2e-17,65.4,0.1,3.4e-17,64.8,0.1,GCA_026262505.1
KAI5487440.1,-,PH,PF00169.35,7.8e-17,63.7,0.0,1.3e-16,62.9,0.0,GCA_026262505.1
KAI5488056.1,-,PH,PF00169.35,1.2e-16,63.1,0.0,2.4e-16,62.1,0.0,GCA_026262505.1
KAI5502536.1,-,PH,PF00169.35,1.5e-15,59.6,0.2,3.5e-15,58.3,0.2,GCA_026262505.1
KAI5490755.1,-,PH,PF00169.35,2.3e-15,58.9,0.0,4.8e-15,57.9,0.0,GCA_026262505.1
KAI5515111.1,-,PH,PF00169.35,2.4e-10,42.8,0.0,5.8e-10,41.6,0.0,GCA_026262505.1
KAI5503860.1,-,PH,PF00169.35,3.4e-10,42.3,0.1,8e-10,41.1,0.1,GCA_026262505.1
KAI5511493.1,-,PH,PF00169.35,4.1e-09,38.8,0.1,9.1e-09,37.7,0.1,GCA_026262505.1
KAI5507419.1,-,PH,PF00169.35,4.4e-09,38.7,1.5,1.1e-08,37.4,1.5,GCA_026262505.1
KAI5546691.1,-,PH,PF00169.35,2e-08,36.6,0.1,3.6e-08,35.8,0.1,GCA_026262505.1
KAI5508614.1,-,PH,PF00169.35,2.2e-08,36.5,0.0,6.4e-08,35.0,0.0,GCA_026262505.1
KAI5496738.1,-,PH,PF00169.35,3.4e-08,35.9,0.0,2.8e-07,33.0,0.0,GCA_026262505.1
KAI5554057.1,-,PH,PF00169.35,1.6e-07,33.7,0.0,4.3e-07,32.3,0.0,GCA_026262505.1
KAI5525482.1,-,PH,PF00169.35,4.1e-07,32.4,0.1,9.7e-07,31.2,0.1,GCA_026262505.1
KAI5533216.1,-,PH,PF00169.35,7e-07,31.7,0.9,2e-06,30.2,0.9,GCA_026262505.1
KAI5492229.1,-,PH,PF00169.35,1.8e-06,30.3,0.0,3.9e-06,29.3,0.0,GCA_026262505.1
KAI5483163.1,-,PH,PF00169.35,5.6e-06,28.8,0.3,4.8e-05,25.8,0.3,GCA_026262505.1
KAI5549860.1,-,PH,PF00169.35,8.2e-06,28.2,0.0,1.9e-05,27.0,0.0,GCA_026262505.1
KAI5500595.1,-,PH,PF00169.35,1.9e-05,27.0,0.2,4.6e-05,25.8,0.2,GCA_026262505.1
KAI5501782.1,-,PH,PF00169.35,9.1e-05,24.9,0.1,0.00021,23.7,0.1,GCA_026262505.1
KAI5500514.1,-,PH,PF00169.35,9.8e-05,24.8,0.2,0.00038,22.9,0.0,GCA_026262505.1
KAI5513786.1,-,PH,PF00169.35,0.00033,23.1,0.0,0.00076,21.9,0.0,GCA_026262505.1
KAI5504611.1,-,PH,PF00169.35,0.00057,22.3,0.0,0.0012,21.3,0.0,GCA_026262505.1
KAI5536090.1,-,PH,PF00169.35,0.0063,19.0,0.2,0.015,17.7,0.2,GCA_026262505.1
KAI5529816.1,-,PH,PF00169.35,0.015,17.8,0.1,0.029,16.8,0.1,GCA_026262505.1
KAI5528748.1,-,PH,PF00169.35,0.18,14.3,0.1,0.38,13.2,0.1,GCA_026262505.1
KAJ3444284.1,-,PH,PF00169.35,1.0999999999999998e-24,87.7,0.4,2.3e-24,86.6,0.4,GCA_027625915.1
KAJ3449524.1,-,PH,PF00169.35,2.2e-24,86.7,1.0,5e-24,85.5,1.0,GCA_027625915.1
KAJ3448919.1,-,PH,PF00169.35,6.8e-24,85.1,1.1,1.5e-23,84.0,1.1,GCA_027625915.1
KAJ3439699.1,-,PH,PF00169.35,1.4000000000000002e-23,84.1,0.3,2.7e-23,83.2,0.3,GCA_027625915.1
KAJ3438944.1,-,PH,PF00169.35,3.3e-23,82.9,1.0,6.8e-23,81.9,1.0,GCA_027625915.1
KAJ3433105.1,-,PH,PF00169.35,3.4e-23,82.8,0.2,6.6e-23,81.9,0.2,GCA_027625915.1
KAJ3452228.1,-,PH,PF00169.35,1.3e-22,81.0,0.9,2.8000000000000004e-22,79.9,0.9,GCA_027625915.1
KAJ3437418.1,-,PH,PF00169.35,2.7e-22,80.0,0.4,6.300000000000001e-22,78.8,0.4,GCA_027625915.1
KAJ3439722.1,-,PH,PF00169.35,5.2e-21,75.8,2.9,1.1e-20,74.8,2.9,GCA_027625915.1
KAJ3428928.1,-,PH,PF00169.35,1.6e-19,71.1,0.9,3e-19,70.2,0.9,GCA_027625915.1
KAJ3432777.1,-,PH,PF00169.35,3.2e-19,70.1,1.5,6e-19,69.2,1.5,GCA_027625915.1
KAJ3442547.1,-,PH,PF00169.35,1.1e-18,68.4,2.5,2.1e-18,67.5,2.5,GCA_027625915.1
KAJ3439364.1,-,PH,PF00169.35,1.4e-18,68.1,1.7,2.5e-18,67.2,1.7,GCA_027625915.1
KAJ3446779.1,-,PH,PF00169.35,1.6e-18,67.9,1.9,3e-18,66.9,1.9,GCA_027625915.1
KAJ3432351.1,-,PH,PF00169.35,2.4e-18,67.3,1.0,4.3e-18,66.4,1.0,GCA_027625915.1
KAJ3434370.1,-,PH,PF00169.35,1.7e-09,38.8,0.0,4.1e-09,37.6,0.0,GCA_027625915.1
KAJ3445631.1,-,PH,PF00169.35,2.6e-07,31.8,0.1,2.6e-07,31.8,0.1,GCA_027625915.1
KAJ3438554.1,-,PH,PF00169.35,1.3e-05,26.3,0.7,2.5e-05,25.4,0.1,GCA_027625915.1
KAJ3441758.1,-,PH,PF00169.35,0.00056,21.1,0.0,0.0011,20.2,0.0,GCA_027625915.1
KAJ5080786.1,-,PH,PF00169.35,2.1e-24,85.7,0.9,5.5999999999999996e-24,84.4,0.9,GCA_028826165.1
KAJ5079900.1,-,PH,PF00169.35,3.7e-21,75.3,1.7,8e-21,74.3,1.7,GCA_028826165.1
KAJ5068875.1,-,PH,PF00169.35,6.2e-21,74.6,2.5,1.8e-20,73.1,1.3,GCA_028826165.1
KAJ5071551.1,-,PH,PF00169.35,7.2e-21,74.4,0.6,1.3e-20,73.5,0.6,GCA_028826165.1
KAJ5078432.1,-,PH,PF00169.35,5.7e-20,71.5,0.8,1.3e-19,70.4,0.8,GCA_028826165.1
KAJ6252314.1,-,PH,PF00169.35,1.0999999999999998e-24,87.7,0.4,2.3e-24,86.6,0.4,GCA_028892595.1
KAJ6253560.1,-,PH,PF00169.35,1.3999999999999999e-24,87.4,1.1,3.1e-24,86.2,1.1,GCA_028892595.1
KAJ6236357.1,-,PH,PF00169.35,6.8e-24,85.1,1.1,1.5e-23,84.0,1.1,GCA_028892595.1
KAJ6255356.1,-,PH,PF00169.35,1.4000000000000002e-23,84.1,0.3,2.7e-23,83.2,0.3,GCA_028892595.1
KAJ6244155.1,-,PH,PF00169.35,3.3e-23,82.9,1.0,6.8e-23,81.9,1.0,GCA_028892595.1
KAJ6246661.1,-,PH,PF00169.35,3.4e-23,82.8,0.2,6.7e-23,81.9,0.2,GCA_028892595.1
KAJ6229599.1,-,PH,PF00169.35,1.3e-22,81.0,0.9,2.8000000000000004e-22,79.9,0.9,GCA_028892595.1
KAJ6251906.1,-,PH,PF00169.35,3.9e-21,76.2,2.3,8.2e-21,75.2,2.3,GCA_028892595.1
KAJ6248887.1,-,PH,PF00169.35,1.6e-19,71.1,0.9,3e-19,70.2,0.9,GCA_028892595.1
KAJ6246982.1,-,PH,PF00169.35,3.2e-19,70.1,1.5,6e-19,69.2,1.5,GCA_028892595.1
KAJ6227827.1,-,PH,PF00169.35,1.1e-18,68.4,2.5,2.1e-18,67.5,2.5,GCA_028892595.1
KAJ6227709.1,-,PH,PF00169.35,1.4e-18,68.1,1.7,2.5e-18,67.2,1.7,GCA_028892595.1
KAJ6254877.1,-,PH,PF00169.35,1.6e-18,67.9,1.9,3e-18,66.9,1.9,GCA_028892595.1
KAJ6240301.1,-,PH,PF00169.35,2.4e-18,67.3,1.0,4.3e-18,66.4,1.0,GCA_028892595.1
KAJ6233718.1,-,PH,PF00169.35,1.6e-07,32.4,0.0,4.1e-07,31.2,0.0,GCA_028892595.1
KAJ6230059.1,-,PH,PF00169.35,4.2e-07,31.2,0.0,9.6e-07,30.0,0.0,GCA_028892595.1
KAJ6242869.1,-,PH,PF00169.35,3e-06,28.4,0.6,3e-06,28.4,0.6,GCA_028892595.1
KAJ6233201.1,-,PH,PF00169.35,1.2e-05,26.5,0.8,2.3e-05,25.6,0.1,GCA_028892595.1
KAJ6232798.1,-,PH,PF00169.35,0.002,19.3,0.0,0.0037,18.4,0.0,GCA_028892595.1
KAK8848115.1,-,PH,PF00169.35,1.5999999999999999e-24,87.7,1.1,3e-24,86.8,1.1,GCA_039105265.1
KAK8842861.1,-,PH,PF00169.35,4.6e-24,86.2,0.7,8.599999999999999e-24,85.3,0.7,GCA_039105265.1
KAK8847019.1,-,PH,PF00169.35,2.9e-19,70.8,1.2,1.8e-18,68.2,0.1,GCA_039105265.1
KAK8840355.1,-,PH,PF00169.35,9.2e-19,69.2,0.4,2.3e-18,67.9,0.4,GCA_039105265.1
KAK8842325.1,-,PH,PF00169.35,3.2e-18,67.4,2.4,5e-18,66.8,0.7,GCA_039105265.1
KAK8900393.1,-,PH,PF00169.35,4.5e-18,66.9,0.3,1.2e-17,65.5,0.0,GCA_039105265.1
KAK8878346.1,-,PH,PF00169.35,1.2e-17,65.5,0.2,2.3e-17,64.7,0.2,GCA_039105265.1
KAK8893711.1,-,PH,PF00169.35,2.8e-16,61.2,0.3,6e-16,60.1,0.3,GCA_039105265.1
KAK8841192.1,-,PH,PF00169.35,4.9e-16,60.4,2.8,1.2e-15,59.1,0.3,GCA_039105265.1
KAK8882546.1,-,PH,PF00169.35,1.2e-15,59.2,0.4,2.1e-15,58.4,0.4,GCA_039105265.1
KAK8896752.1,-,PH,PF00169.35,3.6e-15,57.6,1.3,3.6e-15,57.6,1.3,GCA_039105265.1
KAK8846329.1,-,PH,PF00169.35,1.7e-10,42.6,0.0,4.2e-10,41.3,0.0,GCA_039105265.1
KAK8888958.1,-,PH,PF00169.35,3.1e-10,41.8,0.1,6.9e-10,40.6,0.1,GCA_039105265.1
KAK8895137.1,-,PH,PF00169.35,3.6e-10,41.5,2.7,4.2e-10,41.3,0.9,GCA_039105265.1
KAK8894997.1,-,PH,PF00169.35,1.5e-09,39.6,0.5,6.4e-09,37.5,0.5,GCA_039105265.1
KAK8894814.1,-,PH,PF00169.35,2.1e-09,39.1,0.8,7.2e-09,37.4,0.2,GCA_039105265.1
KAK8884091.1,-,PH,PF00169.35,4e-09,38.2,0.2,8.9e-09,37.1,0.2,GCA_039105265.1
KAK8840649.1,-,PH,PF00169.35,4.4e-09,38.0,2.6,1.3e-08,36.6,2.6,GCA_039105265.1
KAK8866524.1,-,PH,PF00169.35,6.6e-09,37.5,0.8,1.2e-08,36.6,0.8,GCA_039105265.1
KAK8881614.1,-,PH,PF00169.35,1.7e-08,36.2,0.8,3.4e-08,35.2,0.2,GCA_039105265.1
KAK8834899.1,-,PH,PF00169.35,2.4e-08,35.7,0.4,6.4e-08,34.3,0.1,GCA_039105265.1
KAK8884012.1,-,PH,PF00169.35,2.4e-08,35.7,0.4,6.4e-08,34.3,0.1,GCA_039105265.1
KAK8866332.1,-,PH,PF00169.35,9.3e-08,33.8,2.1,4.8e-07,31.5,1.3,GCA_039105265.1
KAK8887040.1,-,PH,PF00169.35,1.2e-07,33.5,1.1,2.8e-07,32.3,1.1,GCA_039105265.1
KAK8854306.1,-,PH,PF00169.35,1.4e-07,33.3,2.1,1.9e-07,32.8,0.8,GCA_039105265.1
KAK8886140.1,-,PH,PF00169.35,9.2e-07,30.6,0.1,4.1e-06,28.5,0.0,GCA_039105265.1
KAK8896222.1,-,PH,PF00169.35,1.5e-06,29.9,0.0,3.7e-06,28.6,0.0,GCA_039105265.1
KAK8895938.1,-,PH,PF00169.35,9.5e-05,24.1,0.1,0.00025,22.8,0.1,GCA_039105265.1
KAK8890552.1,-,PH,PF00169.35,9.7e-05,24.1,0.1,0.00018,23.2,0.1,GCA_039105265.1
KAK8883798.1,-,PH,PF00169.35,0.00015,23.5,0.0,0.00049,21.8,0.0,GCA_039105265.1
KAK8882701.1,-,PH,PF00169.35,0.00036,22.3,0.1,0.00097,20.9,0.0,GCA_039105265.1
KAK8842667.1,-,PH,PF00169.35,0.0018,20.0,0.0,0.0051,18.6,0.0,GCA_039105265.1
