tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
XP_001321801.1,-,PH,PF00169.35,7e-7,31.7,0.9,2e-6,30.2,0.9,GCF_026262505.1
XP_001302695.1,-,PH,PF00169.35,1.8e-6,30.3,0,3.9e-6,29.3,0,GCF_026262505.1
XP_001301666.1,-,PH,PF00169.35,5.6e-6,28.8,0.3,4.8e-5,25.8,0.3,GCF_026262505.1
XP_001316350.1,-,PH,PF00169.35,8.2e-6,28.2,0,1.9e-5,27,0,GCF_026262505.1
XP_001314983.1,-,PH,PF00169.35,1.9e-5,27,0.2,4.6e-5,25.8,0.2,GCF_026262505.1
XP_001315230.1,-,PH,PF00169.35,9.1e-5,24.9,0.1,2.1e-4,23.7,0.1,GCF_026262505.1
XP_001319861.1,-,PH,PF00169.35,9.8e-5,24.8,0.2,3.8e-4,22.9,0,GCF_026262505.1
XP_001584133.1,-,PH,PF00169.35,3.3e-4,23.1,0,7.6e-4,21.9,0,GCF_026262505.1
XP_001308206.1,-,PH,PF00169.35,5.7e-4,22.3,0,0.0012,21.3,0,GCF_026262505.1
XP_001322995.1,-,PH,PF00169.35,0.0063,19,0.2,0.015,17.7,0.2,GCF_026262505.1
XP_001314210.1,-,PH,PF00169.35,0.015,17.8,0.1,0.029,16.8,0.1,GCF_026262505.1
XP_001301207.1,-,PH,PF00169.35,0.18,14.3,0.1,0.38,13.2,0.1,GCF_026262505.1
NP_001287353.1,-,PH,PF00169.35,1.5e-19,71.1,0.3,4e-19,69.8,0.1,GCF_000001215.4
NP_001287354.1,-,PH,PF00169.35,1.5e-19,71.1,0.3,4e-19,69.8,0.1,GCF_000001215.4
NP_732114.1,-,PH,PF00169.35,1.5e-19,71.1,0.3,4e-19,69.8,0.1,GCF_000001215.4
NP_732115.1,-,PH,PF00169.35,1.5e-19,71.1,0.3,4e-19,69.8,0.1,GCF_000001215.4
NP_732113.3,-,PH,PF00169.35,1.9e-19,70.8,0.3,5e-19,69.5,0.1,GCF_000001215.4
NP_001285337.1,-,PH,PF00169.35,8.2e-6,27,0.9,0.0013,20,0,GCF_000001215.4
NP_001285336.1,-,PH,PF00169.35,8.3e-6,27,0.9,0.0012,20,0,GCF_000001215.4
NP_001285335.1,-,PH,PF00169.35,8.3e-6,27,0.9,0.0013,20,0,GCF_000001215.4
NP_536796.2,-,PH,PF00169.35,8.4e-6,27,0.9,0.0013,20,0,GCF_000001215.4
NP_523837.2,-,PH,PF00169.35,3.7e-4,21.7,0,0.0022,19.2,0,GCF_000001215.4
NP_001317440.1,-,PH,PF00169.35,7.9e-20,74.2,0,1.5e-19,73.2,0,GCF_000001405.40
NP_001617.1,-,PH,PF00169.35,9.4e-20,73.9,0,1.8e-19,73,0,GCF_000001405.40
NP_001307795.1,-,PH,PF00169.35,3.6e-19,72.1,1.3,1e-18,70.6,1.3,GCF_000001405.40
NP_001712.1,-,PH,PF00169.35,3.7e-19,72,1.3,1e-18,70.6,1.3,GCF_000001405.40
NP_975010.1,-,PH,PF00169.35,3.7e-19,72,1.3,1e-18,70.6,1.3,GCF_000001405.40
NP_001014431.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_001014432.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_001369359.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_001369360.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_001369361.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_001369362.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_005154.2,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287025.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287026.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287027.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287028.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287029.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287030.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
XP_047287031.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.8e-18,69.2,0.1,GCF_000001405.40
NP_009049.2,-,PH,PF00169.35,9.4e-18,67.5,2.1,7.5e-8,35.7,0.3,GCF_000001405.40
NP_003206.2,-,PH,PF00169.35,1.1e-16,64,1,2.5e-16,62.9,0.4,GCF_000001405.40
NP_001193658.1,-,PH,PF00169.35,1.2e-16,63.9,0.3,2.7e-16,62.8,0.1,GCF_000001405.40
NP_859029.1,-,PH,PF00169.35,1.2e-16,63.9,0.3,2.7e-16,62.8,0.1,GCF_000001405.40
NP_001357003.1,-,PH,PF00169.35,1.4e-16,63.8,0.4,2.9e-16,62.7,0.1,GCF_000001405.40
NP_005456.1,-,PH,PF00169.35,1.4e-16,63.8,0.4,2.9e-16,62.7,0.1,GCF_000001405.40
XP_054184598.1,-,PH,PF00169.35,1.4e-16,63.8,0.4,2.9e-16,62.7,0.1,GCF_000001405.40
NP_005537.3,-,PH,PF00169.35,9.3e-16,61.1,0.8,2.2e-15,59.9,0.3,GCF_000001405.40
NP_001274274.1,-,PH,PF00169.35,1.1e-13,54.5,2.7,4.7e-12,49.2,0.2,GCF_000001405.40
NP_001019831.2,-,PH,PF00169.35,2.5e-13,53.3,1.6,4.9e-6,29.8,0.1,GCF_000001405.40
NP_001375348.1,-,PH,PF00169.35,2.5e-13,53.3,1.6,4.9e-6,29.8,0.1,GCF_000001405.40
NP_000052.1,-,PH,PF00169.35,2.7e-13,53.2,1.9,7.8e-12,48.5,0.2,GCF_000001405.40
NP_001274273.1,-,PH,PF00169.35,4.7e-13,52.4,2.4,8.7e-12,48.3,0.2,GCF_000001405.40
NP_001610.2,-,PH,PF00169.35,2.6e-10,43.6,0.2,4.5e-10,42.8,0.2,GCF_000001405.40
NP_001349707.1,-,PH,PF00169.35,3.7e-9,39.9,0.8,7.2e-9,38.9,0.8,GCF_000001405.40
NP_005804.1,-,PH,PF00169.35,3.8e-9,39.8,1.5,3e-7,33.7,0.1,GCF_000001405.40
NP_005151.2,-,PH,PF00169.35,4.8e-9,39.5,0.8,9.4e-9,38.6,0.8,GCF_000001405.40
XP_011536090.1,-,PH,PF00169.35,5.9e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
XP_011536089.1,-,PH,PF00169.35,5.9e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
XP_016874226.1,-,PH,PF00169.35,6e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
XP_006719269.1,-,PH,PF00169.35,6e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
XP_047284090.1,-,PH,PF00169.35,6e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
NP_009105.1,-,PH,PF00169.35,6e-9,39.2,0,1.6e-8,37.8,0,GCF_000001405.40
XP_016874225.1,-,PH,PF00169.35,6.1e-9,39.2,0,1.7e-8,37.8,0,GCF_000001405.40
XP_011536087.1,-,PH,PF00169.35,6.1e-9,39.2,0,1.7e-8,37.8,0,GCF_000001405.40
XP_016874224.1,-,PH,PF00169.35,6.2e-9,39.2,0,1.7e-8,37.8,0,GCF_000001405.40
NP_001193928.1,-,PH,PF00169.35,6.2e-9,39.2,0,1.7e-8,37.8,0,GCF_000001405.40
XP_011536086.1,-,PH,PF00169.35,6.2e-9,39.1,0,1.7e-8,37.8,0,GCF_000001405.40
XP_011536085.1,-,PH,PF00169.35,6.2e-9,39.1,0,1.7e-8,37.8,0,GCF_000001405.40
NP_001335319.1,-,PH,PF00169.35,1.7e-8,37.7,0,1.3e-7,34.9,0,GCF_000001405.40
NP_002733.2,-,PH,PF00169.35,2.2e-8,37.4,0,1.5e-7,34.7,0,GCF_000001405.40
NP_001316998.1,-,PH,PF00169.35,2.3e-8,37.3,0,1.5e-7,34.7,0,GCF_000001405.40
NP_001308572.1,-,PH,PF00169.35,6.2e-7,32.7,0.4,7.9e-4,22.7,0.1,GCF_000001405.40
XP_011508719.1,-,PH,PF00169.35,6.6e-7,32.6,0.4,8.1e-4,22.7,0.1,GCF_000001405.40
XP_016860868.1,-,PH,PF00169.35,6.6e-7,32.6,0.4,8.1e-4,22.7,0.1,GCF_000001405.40
NP_004841.2,-,PH,PF00169.35,7.6e-7,32.4,0.4,8.5e-4,22.6,0.1,GCF_000001405.40
NP_005397.1,-,PH,PF00169.35,7.8e-7,32.4,0.2,3e-4,24.1,0.1,GCF_000001405.40
XP_016860867.1,-,PH,PF00169.35,7.9e-7,32.4,0.4,8.6e-4,22.6,0.1,GCF_000001405.40
XP_005246247.1,-,PH,PF00169.35,8.1e-7,32.3,0.4,8.7e-4,22.6,0.1,GCF_000001405.40
NP_001229956.1,-,PH,PF00169.35,7.2e-6,29.3,0.1,1.6e-5,28.2,0.1,GCF_000001405.40
NP_001229957.1,-,PH,PF00169.35,7.2e-6,29.3,0.1,1.6e-5,28.2,0.1,GCF_000001405.40
NP_001092093.2,-,PH,PF00169.35,8.9e-6,29,0.1,5.3e-5,26.5,0.1,GCF_000001405.40
NP_001258152.2,-,PH,PF00169.35,8.9e-6,29,0.1,6e-5,26.3,0.1,GCF_000001405.40
NP_001373054.1,-,PH,PF00169.35,8.9e-6,29,0.1,6e-5,26.3,0.1,GCF_000001405.40
NP_001073351.1,-,PH,PF00169.35,3e-5,27.3,0,8.4e-5,25.9,0,GCF_000001405.40
NP_001073349.1,-,PH,PF00169.35,4.1e-5,26.9,0,1.1e-4,25.5,0,GCF_000001405.40
NP_001073350.1,-,PH,PF00169.35,4.1e-5,26.9,0,1.1e-4,25.5,0,GCF_000001405.40
NP_057541.2,-,PH,PF00169.35,4.1e-5,26.9,0,1.1e-4,25.5,0,GCF_000001405.40
XP_011543462.1,-,PH,PF00169.35,7.1e-5,26.1,0,3.3e-4,23.9,0,GCF_000001405.40
XP_011543461.1,-,PH,PF00169.35,7.3e-5,26.1,0,3.4e-4,23.9,0,GCF_000001405.40
XP_047283204.1,-,PH,PF00169.35,7.8e-5,26,0,3.6e-4,23.9,0,GCF_000001405.40
NP_059995.2,-,PH,PF00169.35,7.9e-5,26,0,3.6e-4,23.8,0,GCF_000001405.40
XP_011543458.1,-,PH,PF00169.35,8e-5,25.9,0,3.6e-4,23.8,0,GCF_000001405.40
XP_016873485.1,-,PH,PF00169.35,8.1e-5,25.9,0,3.6e-4,23.8,0,GCF_000001405.40
XP_011543457.1,-,PH,PF00169.35,8.1e-5,25.9,0,3.6e-4,23.8,0,GCF_000001405.40
XP_047283207.1,-,PH,PF00169.35,1.3e-4,25.2,0,2.3e-4,24.4,0,GCF_000001405.40
XP_011543463.1,-,PH,PF00169.35,1.4e-4,25.2,0,2.4e-4,24.4,0,GCF_000001405.40
XP_016873486.1,-,PH,PF00169.35,1.4e-4,25.2,0,2.4e-4,24.4,0,GCF_000001405.40
XP_047283206.1,-,PH,PF00169.35,2e-4,24.7,0,3.4e-4,23.9,0,GCF_000001405.40
XP_011543460.1,-,PH,PF00169.35,2e-4,24.6,0,3.4e-4,23.9,0,GCF_000001405.40
XP_047283205.1,-,PH,PF00169.35,2e-4,24.6,0,3.5e-4,23.9,0,GCF_000001405.40
XP_011543459.1,-,PH,PF00169.35,2.1e-4,24.6,0,3.5e-4,23.9,0,GCF_000001405.40
XP_047273315.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_047275142.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_047276597.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_047278347.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_047280288.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_054184600.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_054184601.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
XP_054184602.1,-,PH,PF00169.35,4.3e-4,23.6,0.6,9.9e-4,22.4,0.1,GCF_000001405.40
NP_008995.2,-,PH,PF00169.35,5.1e-4,23.4,0,0.0013,22.1,0,GCF_000001405.40
NP_001309922.1,-,PH,PF00169.35,5.1e-4,23.4,0,0.0013,22.1,0,GCF_000001405.40
XP_047288334.1,-,PH,PF00169.35,0.02,18.3,0,0.19,15.1,0,GCF_000001405.40
XP_005268285.1,-,PH,PF00169.35,0.02,18.3,0,0.19,15.1,0,GCF_000001405.40
NP_001397983.1,-,PH,PF00169.35,0.02,18.2,0,0.19,15.1,0,GCF_000001405.40
XP_016858071.1,-,PH,PF00169.35,0.021,18.2,0,0.2,15,0,GCF_000001405.40
XP_047288323.1,-,PH,PF00169.35,0.022,18.1,0,0.21,14.9,0,GCF_000001405.40
NP_055641.3,-,PH,PF00169.35,0.023,18.1,0,0.21,14.9,0,GCF_000001405.40
XP_047288321.1,-,PH,PF00169.35,0.023,18,0,0.22,14.9,0,GCF_000001405.40
NP_006026.3,-,PH,PF00169.35,0.024,18,0,0.19,15.1,0,GCF_000001405.40
NP_001352939.1,-,PH,PF00169.35,0.024,18,0,0.22,14.9,0,GCF_000001405.40
NP_001352940.1,-,PH,PF00169.35,0.025,17.9,0,0.22,14.9,0,GCF_000001405.40
XP_005268284.1,-,PH,PF00169.35,0.025,17.9,0,0.19,15.1,0,GCF_000001405.40
XP_047288320.1,-,PH,PF00169.35,0.025,17.9,0,0.22,14.9,0,GCF_000001405.40
NP_003598.2,-,PH,PF00169.35,0.025,17.9,0,0.22,14.9,0,GCF_000001405.40
NP_001352948.1,-,PH,PF00169.35,0.026,17.9,0,0.23,14.9,0,GCF_000001405.40
XP_047288313.1,-,PH,PF00169.35,0.026,17.9,0,0.23,14.8,0,GCF_000001405.40
XP_016858069.1,-,PH,PF00169.35,0.026,17.9,0,0.23,14.8,0,GCF_000001405.40
XP_047288302.1,-,PH,PF00169.35,0.026,17.9,0,0.23,14.8,0,GCF_000001405.40
NP_001380943.1,-,PH,PF00169.35,0.026,17.9,0,0.23,14.8,0,GCF_000001405.40
XP_016858067.1,-,PH,PF00169.35,0.026,17.8,0,0.23,14.8,0,GCF_000001405.40
XP_011542611.1,-,PH,PF00169.35,0.026,17.8,0,0.23,14.8,0,GCF_000001405.40
XP_011542610.1,-,PH,PF00169.35,0.027,17.8,0,0.23,14.8,0,GCF_000001405.40
XP_005273378.1,-,PH,PF00169.35,0.027,17.8,0,0.23,14.8,0,GCF_000001405.40
XP_005273377.1,-,PH,PF00169.35,0.028,17.8,0,0.24,14.8,0,GCF_000001405.40
XP_006711898.1,-,PH,PF00169.35,0.028,17.8,0,0.24,14.8,0,GCF_000001405.40
XP_006711897.1,-,PH,PF00169.35,0.028,17.8,0,0.24,14.8,0,GCF_000001405.40
XP_011542609.1,-,PH,PF00169.35,0.028,17.8,0,0.24,14.8,0,GCF_000001405.40
XP_005273375.1,-,PH,PF00169.35,0.028,17.7,0,0.24,14.8,0,GCF_000001405.40
XP_005273374.1,-,PH,PF00169.35,0.029,17.7,0,0.24,14.8,0,GCF_000001405.40
NP_001374479.1,-,PH,PF00169.35,0.029,17.7,0,0.24,14.7,0,GCF_000001405.40
XP_047287938.1,-,PH,PF00169.35,0.037,17.4,0,0.15,15.4,0,GCF_000001405.40
XP_011535689.1,-,PH,PF00169.35,0.046,17.1,0,0.16,15.4,0,GCF_000001405.40
XP_047287937.1,-,PH,PF00169.35,0.047,17,0,0.16,15.4,0,GCF_000001405.40
XP_005268287.1,-,PH,PF00169.35,0.048,17,0,0.16,15.3,0,GCF_000001405.40
XP_054231528.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054231529.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054231530.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054231531.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054231532.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054231533.1,-,PH,PF00169.35,1.3e-18,70.2,0.1,2.6e-18,69.2,0.1,GCF_009914755.1
XP_054189659.1,-,PH,PF00169.35,1.3e-16,63.8,0.4,2.8e-16,62.7,0.1,GCF_009914755.1
XP_054226832.1,-,PH,PF00169.35,5.6e-9,39.2,0,1.5e-8,37.8,0,GCF_009914755.1
XP_054226831.1,-,PH,PF00169.35,5.6e-9,39.2,0,1.5e-8,37.8,0,GCF_009914755.1
XP_054226829.1,-,PH,PF00169.35,5.7e-9,39.2,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226828.1,-,PH,PF00169.35,5.7e-9,39.2,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226830.1,-,PH,PF00169.35,5.7e-9,39.2,0,1.5e-8,37.8,0,GCF_009914755.1
XP_054226827.1,-,PH,PF00169.35,5.8e-9,39.2,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226825.1,-,PH,PF00169.35,5.8e-9,39.2,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226826.1,-,PH,PF00169.35,5.9e-9,39.2,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226824.1,-,PH,PF00169.35,5.9e-9,39.1,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054226823.1,-,PH,PF00169.35,5.9e-9,39.1,0,1.6e-8,37.8,0,GCF_009914755.1
XP_054200617.1,-,PH,PF00169.35,5.9e-7,32.7,0.4,7.5e-4,22.8,0.1,GCF_009914755.1
XP_054200616.1,-,PH,PF00169.35,6.4e-7,32.6,0.4,7.7e-4,22.7,0.1,GCF_009914755.1
XP_054200618.1,-,PH,PF00169.35,6.4e-7,32.6,0.4,7.7e-4,22.7,0.1,GCF_009914755.1
XP_054200615.1,-,PH,PF00169.35,7.5e-7,32.4,0.4,8.2e-4,22.6,0.1,GCF_009914755.1
XP_054200614.1,-,PH,PF00169.35,7.8e-7,32.3,0.4,8.3e-4,22.6,0.1,GCF_009914755.1
XP_054225308.1,-,PH,PF00169.35,6.8e-5,26.1,0,3.2e-4,23.9,0,GCF_009914755.1
XP_054225307.1,-,PH,PF00169.35,6.9e-5,26.1,0,3.2e-4,23.9,0,GCF_009914755.1
XP_054225302.1,-,PH,PF00169.35,7.4e-5,26,0,3.4e-4,23.9,0,GCF_009914755.1
XP_054225301.1,-,PH,PF00169.35,7.6e-5,25.9,0,3.4e-4,23.8,0,GCF_009914755.1
XP_054225300.1,-,PH,PF00169.35,7.7e-5,25.9,0,3.5e-4,23.8,0,GCF_009914755.1
XP_054225299.1,-,PH,PF00169.35,7.7e-5,25.9,0,3.5e-4,23.8,0,GCF_009914755.1
XP_054225311.1,-,PH,PF00169.35,1.3e-4,25.2,0,2.2e-4,24.4,0,GCF_009914755.1
XP_054225310.1,-,PH,PF00169.35,1.3e-4,25.2,0,2.3e-4,24.4,0,GCF_009914755.1
XP_054225309.1,-,PH,PF00169.35,1.3e-4,25.2,0,2.3e-4,24.4,0,GCF_009914755.1
XP_054225305.1,-,PH,PF00169.35,1.9e-4,24.7,0,3.3e-4,23.9,0,GCF_009914755.1
XP_054225306.1,-,PH,PF00169.35,1.9e-4,24.6,0,3.3e-4,23.9,0,GCF_009914755.1
XP_054225304.1,-,PH,PF00169.35,1.9e-4,24.6,0,3.3e-4,23.9,0,GCF_009914755.1
XP_054225303.1,-,PH,PF00169.35,2e-4,24.6,0,3.3e-4,23.9,0,GCF_009914755.1
XP_054189661.1,-,PH,PF00169.35,4.1e-4,23.6,0.6,9.4e-4,22.4,0.1,GCF_009914755.1
XP_054189662.1,-,PH,PF00169.35,4.1e-4,23.6,0.6,9.4e-4,22.4,0.1,GCF_009914755.1
XP_054189663.1,-,PH,PF00169.35,4.1e-4,23.6,0.6,9.4e-4,22.4,0.1,GCF_009914755.1
XP_054195232.1,-,PH,PF00169.35,0.019,18.3,0,0.19,15.1,0,GCF_009914755.1
XP_054233065.1,-,PH,PF00169.35,0.019,18.3,0,0.18,15.1,0,GCF_009914755.1
XP_054195231.1,-,PH,PF00169.35,0.02,18.2,0,0.19,15,0,GCF_009914755.1
XP_054195230.1,-,PH,PF00169.35,0.021,18.1,0,0.2,14.9,0,GCF_009914755.1
XP_054195229.1,-,PH,PF00169.35,0.022,18,0,0.21,14.9,0,GCF_009914755.1
XP_054233064.1,-,PH,PF00169.35,0.024,17.9,0,0.18,15.1,0,GCF_009914755.1
XP_054195228.1,-,PH,PF00169.35,0.024,17.9,0,0.21,14.9,0,GCF_009914755.1
XP_054195227.1,-,PH,PF00169.35,0.024,17.9,0,0.22,14.8,0,GCF_009914755.1
XP_054195225.1,-,PH,PF00169.35,0.024,17.9,0,0.22,14.8,0,GCF_009914755.1
XP_054195226.1,-,PH,PF00169.35,0.024,17.9,0,0.22,14.8,0,GCF_009914755.1
XP_054195223.1,-,PH,PF00169.35,0.025,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195224.1,-,PH,PF00169.35,0.025,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195221.1,-,PH,PF00169.35,0.026,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195222.1,-,PH,PF00169.35,0.026,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195220.1,-,PH,PF00169.35,0.026,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195219.1,-,PH,PF00169.35,0.026,17.8,0,0.22,14.8,0,GCF_009914755.1
XP_054195217.1,-,PH,PF00169.35,0.027,17.8,0,0.23,14.8,0,GCF_009914755.1
XP_054195218.1,-,PH,PF00169.35,0.027,17.8,0,0.23,14.8,0,GCF_009914755.1
XP_054195216.1,-,PH,PF00169.35,0.027,17.7,0,0.23,14.8,0,GCF_009914755.1
XP_054195215.1,-,PH,PF00169.35,0.027,17.7,0,0.23,14.8,0,GCF_009914755.1
XP_054233069.1,-,PH,PF00169.35,0.035,17.4,0,0.14,15.4,0,GCF_009914755.1
XP_054233067.1,-,PH,PF00169.35,0.043,17.1,0,0.15,15.4,0,GCF_009914755.1
XP_054233068.1,-,PH,PF00169.35,0.045,17,0,0.15,15.4,0,GCF_009914755.1
XP_054233066.1,-,PH,PF00169.35,0.046,17,0,0.15,15.3,0,GCF_009914755.1
NP_006246.2,-,Pkinase_C,PF00433.29,7e-13,51.9,0.3,1.3e-12,51,0.3,GCF_000001405.40
NP_997700.1,-,Pkinase_C,PF00433.29,9.3e-13,51.5,1.3,2.2e-12,50.3,1.3,GCF_000001405.40
NP_001303256.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.1e-12,49.8,0.8,GCF_000001405.40
NP_001341608.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.1e-12,49.8,0.8,GCF_000001405.40
NP_001341609.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.1e-12,49.8,0.8,GCF_000001405.40
NP_006245.2,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.1e-12,49.8,0.8,GCF_000001405.40
NP_997704.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.1e-12,49.8,0.8,GCF_000001405.40
NP_001341607.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.2e-12,49.8,0.8,GCF_000001405.40
NP_001341605.1,-,Pkinase_C,PF00433.29,1.6e-12,50.8,0.8,3.2e-12,49.8,0.8,GCF_000001405.40
NP_001307637.1,-,Pkinase_C,PF00433.29,2.5e-12,50.2,0.3,2.5e-12,50.2,0.3,GCF_000001405.40
NP_001307636.1,-,Pkinase_C,PF00433.29,2.9e-12,50,0.3,2.9e-12,50,0.3,GCF_000001405.40
NP_001307638.1,-,Pkinase_C,PF00433.29,3e-12,49.9,0.3,3e-12,49.9,0.3,GCF_000001405.40
NP_006247.1,-,Pkinase_C,PF00433.29,3e-12,49.9,0.3,3e-12,49.9,0.3,GCF_000001405.40
NP_001229342.1,-,Pkinase_C,PF00433.29,7.7e-12,48.6,0.9,1.9e-11,47.3,0.9,GCF_000001405.40
NP_001310194.1,-,Pkinase_C,PF00433.29,8.7e-12,48.4,0.9,2.1e-11,47.2,0.9,GCF_000001405.40
NP_006248.1,-,Pkinase_C,PF00433.29,8.7e-12,48.4,0.9,2.1e-11,47.2,0.9,GCF_000001405.40
